,Zip Code,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
3694,95462,56,Female,No,Month-to-Month,No,26,85.9,2.0
3695,94525,56,Female,Yes,Month-to-Month,No,39,30.1,24.0
3696,96058,55,Female,No,One Year,No,34,64.35,7.0
3697,91214,32,Female,No,One Year,Yes,49,87.2,23.0
3698,91205,50,Male,Yes,Month-to-Month,Yes,19,39.65,21.0
3699,91354,64,Male,No,Month-to-Month,Yes,17,55.5,14.0
3701,90631,32,Male,No,Month-to-Month,Yes,1,48.75,22.0
3702,93634,41,Male,No,Two Year,No,70,67.95,15.0
3705,93728,44,Male,No,One Year,No,27,20.3,21.0
3708,95925,68,Female,No,Two Year,Yes,31,84.85,3.0
3709,95570,46,Female,Yes,Month-to-Month,Yes,33,104.4,12.0
3710,95460,60,Male,No,Two Year,Yes,68,24.0,21.0
3711,95325,40,Male,No,Month-to-Month,No,32,91.05,24.0
3712,95864,31,Male,No,Month-to-Month,No,4,19.0,21.0
3713,95686,51,Male,No,One Year,Yes,64,100.3,2.0
3714,95358,48,Male,No,Month-to-Month,Yes,26,85.75,13.0
3715,95066,74,Male,No,Two Year,No,71,46.35,19.0
3716,92126,40,Male,Yes,Month-to-Month,Yes,13,80.85,20.0
3717,92111,64,Female,No,Two Year,Yes,41,98.8,2.0
3718,93437,47,Male,Yes,Month-to-Month,Yes,8,86.55,2.0
3719,90211,53,Female,No,Two Year,Yes,41,19.85,21.0
3720,95324,33,Female,No,Two Year,No,47,74.45,12.0
3721,92262,62,Female,No,Month-to-Month,Yes,29,74.95,17.0
3722,96052,65,Male,Yes,Month-to-Month,Yes,8,29.4,4.0
3723,93553,38,Female,Yes,Two Year,Yes,57,112.95,6.0
3724,90031,27,Female,No,Month-to-Month,No,42,59.65,26.0
3726,95949,69,Male,Yes,Month-to-Month,Yes,1,74.7,20.0
3727,92802,24,Male,No,Two Year,No,45,20.35,21.0
3728,92003,36,Male,No,Month-to-Month,Yes,54,79.85,3.0
3729,92129,72,Male,Yes,Month-to-Month,Yes,33,94.5,8.0
3730,90720,58,Female,No,One Year,No,52,35.45,8.0
3732,95382,78,Female,No,Two Year,Yes,72,90.15,16.0
3734,92270,27,Female,No,Two Year,Yes,40,24.8,21.0
3736,95494,41,Female,No,Month-to-Month,Yes,26,20.25,21.0
3737,92592,31,Female,Yes,Month-to-Month,Yes,4,24.45,9.0
3738,95556,47,Male,No,One Year,Yes,52,20.85,21.0
3739,95230,65,Female,No,One Year,Yes,62,97.95,25.0
3740,94521,54,Male,No,One Year,No,42,73.15,23.0
3741,94708,80,Male,No,Month-to-Month,Yes,11,79.15,15.0
3742,93060,48,Male,Yes,Two Year,Yes,68,113.15,22.0
3744,93925,52,Male,No,Two Year,Yes,72,64.8,18.0
3745,93023,64,Male,Yes,Month-to-Month,Yes,1,80.85,21.0
3746,93287,74,Female,Yes,Month-to-Month,Yes,2,69.6,21.0
3747,95703,78,Female,Yes,Month-to-Month,Yes,2,85.55,25.0
3748,95126,49,Female,No,Two Year,No,49,100.65,27.0
3749,96093,69,Male,Yes,Month-to-Month,Yes,36,90.85,23.0
3750,94087,35,Female,No,One Year,Yes,56,105.6,13.0
3751,93242,58,Male,No,Two Year,Yes,72,104.8,15.0
3752,93513,79,Male,Yes,Month-to-Month,Yes,71,105.1,8.0
3753,92260,71,Male,No,Two Year,Yes,11,78.5,3.0
3754,95135,73,Female,Yes,Month-to-Month,Yes,11,104.05,27.0
3755,90802,51,Male,Yes,One Year,No,51,59.3,2.0
3756,90503,32,Female,No,Month-to-Month,Yes,29,87.8,13.0
3757,95465,44,Male,No,One Year,No,53,97.75,17.0
3758,90805,44,Male,Yes,Month-to-Month,Yes,4,49.4,16.0
3759,91340,35,Male,No,Two Year,Yes,46,20.1,21.0
3760,92054,41,Female,No,Two Year,No,72,24.55,21.0
3762,95817,74,Female,No,One Year,Yes,60,101.4,11.0
3764,92694,57,Male,Yes,Month-to-Month,Yes,3,101.55,6.0
3765,92661,31,Male,Yes,Month-to-Month,Yes,32,80.35,21.0
3767,96055,72,Male,No,Two Year,Yes,72,111.65,19.0
3769,95835,78,Female,Yes,Month-to-Month,Yes,32,85.95,9.0
3770,90220,40,Female,No,Month-to-Month,Yes,53,48.7,25.0
3771,95673,42,Female,No,Month-to-Month,No,7,62.8,21.0
3772,95470,51,Male,No,Two Year,No,46,19.95,21.0
3773,95472,45,Male,No,Month-to-Month,Yes,12,50.95,9.0
3775,96046,36,Female,No,One Year,No,15,19.65,21.0
3776,92203,43,Female,No,Month-to-Month,No,41,98.05,4.0
3777,93271,58,Male,No,One Year,Yes,51,24.6,21.0
3778,94546,73,Male,No,One Year,Yes,28,51.0,21.0
3780,90277,50,Female,Yes,Month-to-Month,Yes,2,87.15,6.0
3781,93653,62,Male,No,Two Year,Yes,43,79.15,18.0
3785,95457,26,Male,No,Two Year,No,31,25.75,21.0
3786,94608,55,Male,No,One Year,No,71,20.85,21.0
3787,94707,47,Male,No,Month-to-Month,Yes,31,90.55,21.0
3788,96075,33,Male,No,Two Year,Yes,48,96.9,18.0
3789,93458,79,Male,No,Two Year,Yes,72,73.45,3.0
3790,95335,73,Male,No,Two Year,No,72,77.35,10.0
3791,95468,67,Male,No,Month-to-Month,Yes,54,99.05,13.0
3792,93065,66,Male,No,Two Year,Yes,72,25.1,21.0
3793,95231,44,Female,No,Month-to-Month,Yes,60,94.1,19.0
3794,91755,65,Female,No,One Year,Yes,65,107.45,26.0
3796,92115,45,Male,No,Two Year,No,37,61.45,27.0
3797,95930,43,Male,No,Month-to-Month,No,4,90.65,18.0
3799,94518,43,Female,No,One Year,Yes,52,80.2,14.0
3800,94122,29,Male,No,Month-to-Month,No,8,20.25,21.0
3801,92242,19,Female,No,Two Year,No,69,19.4,21.0
3802,92614,60,Male,No,Month-to-Month,Yes,12,89.55,22.0
3804,95111,61,Male,Yes,Month-to-Month,No,2,94.95,2.0
3805,92122,64,Male,No,Month-to-Month,No,1,24.2,17.0
3806,95206,51,Female,No,Month-to-Month,No,28,56.05,15.0
3808,90503,42,Male,No,Two Year,Yes,58,24.45,21.0
3809,93618,38,Male,Yes,Month-to-Month,Yes,1,20.2,21.0
3810,95692,67,Male,Yes,Month-to-Month,Yes,9,84.4,18.0
3811,95376,37,Female,No,Two Year,Yes,71,105.15,3.0
3812,90040,32,Male,No,Two Year,Yes,72,65.65,16.0
3813,92868,61,Male,Yes,Month-to-Month,Yes,13,79.8,3.0
3814,90013,44,Male,Yes,Month-to-Month,Yes,51,94.65,9.0
3817,90027,42,Female,No,Month-to-Month,Yes,18,50.3,17.0
3819,90814,65,Female,No,Month-to-Month,Yes,50,83.4,22.0
3820,95111,38,Female,No,Month-to-Month,No,21,20.75,21.0
3821,93954,65,Male,Yes,Month-to-Month,Yes,36,85.25,5.0
3822,92233,24,Male,No,Two Year,Yes,69,114.35,27.0
3823,92126,48,Female,Yes,Month-to-Month,Yes,1,70.6,23.0
3824,91763,35,Male,No,One Year,Yes,72,104.45,12.0
3826,96110,47,Female,Yes,Month-to-Month,Yes,1,35.75,2.0
3827,96008,44,Female,Yes,Month-to-Month,Yes,5,93.9,10.0
3829,94103,22,Female,No,One Year,No,38,20.05,21.0
3830,94519,39,Male,No,Month-to-Month,Yes,22,95.1,17.0
3831,93247,45,Male,No,Month-to-Month,Yes,45,50.9,16.0
3832,94561,75,Female,Yes,Month-to-Month,Yes,8,84.0,22.0
3833,95991,49,Female,No,Month-to-Month,No,15,19.8,21.0
3834,95315,69,Male,Yes,Month-to-Month,Yes,52,104.2,23.0
3835,90402,65,Female,No,One Year,No,66,45.55,9.0
3837,91360,71,Male,Yes,Month-to-Month,Yes,32,80.3,25.0
3838,92083,50,Female,No,Month-to-Month,Yes,12,45.05,12.0
3839,94129,54,Female,No,Month-to-Month,No,32,76.3,19.0
3840,93268,40,Male,Yes,Month-to-Month,No,1,79.6,22.0
3843,93067,37,Male,No,Month-to-Month,No,9,19.7,21.0
3844,94022,39,Male,No,Two Year,No,67,50.9,17.0
3845,90745,76,Male,No,One Year,Yes,65,70.95,20.0
3846,93452,58,Male,No,Month-to-Month,Yes,5,74.65,16.0
3847,96058,43,Male,No,Month-to-Month,No,16,55.3,4.0
3848,93460,39,Male,No,Month-to-Month,Yes,5,51.35,7.0
3850,93627,30,Female,No,Two Year,No,71,24.55,21.0
3851,93230,34,Male,No,Two Year,Yes,57,90.45,10.0
3852,95668,65,Female,Yes,Month-to-Month,Yes,4,99.8,10.0
3853,91941,65,Male,No,Month-to-Month,No,30,77.9,19.0
3854,95975,32,Male,Yes,Month-to-Month,Yes,1,101.45,7.0
3855,92117,36,Female,Yes,Month-to-Month,Yes,25,89.15,5.0
3856,91103,42,Female,No,Month-to-Month,Yes,32,54.2,3.0
3857,92003,36,Male,No,Month-to-Month,Yes,10,59.65,25.0
3858,90248,52,Female,No,Month-to-Month,Yes,12,89.15,6.0
3859,93424,53,Female,No,Month-to-Month,Yes,14,86.0,22.0
3861,91321,65,Male,No,Month-to-Month,Yes,41,94.55,2.0
3862,93110,69,Male,Yes,Two Year,Yes,69,108.4,4.0
3864,95606,32,Female,No,Month-to-Month,No,2,70.35,9.0
3865,92117,49,Female,No,Month-to-Month,No,33,24.25,21.0
3866,91006,44,Male,No,Two Year,No,12,19.7,21.0
3867,94565,53,Male,Yes,Month-to-Month,No,3,91.85,21.0
3868,92130,61,Male,Yes,Month-to-Month,Yes,11,79.5,19.0
3869,91320,49,Female,No,One Year,Yes,58,94.3,26.0
3870,94904,64,Female,No,Month-to-Month,Yes,22,49.8,11.0
3871,94535,63,Male,Yes,One Year,No,62,102.0,21.0
3872,92117,35,Female,Yes,Month-to-Month,Yes,7,81.1,27.0
3873,94103,74,Female,No,One Year,Yes,61,65.2,10.0
3877,95127,34,Male,Yes,Month-to-Month,No,19,103.3,22.0
3878,90031,64,Male,No,One Year,Yes,56,24.45,21.0
3879,94129,75,Female,No,Two Year,Yes,72,115.75,24.0
3880,95134,31,Male,No,Month-to-Month,Yes,17,80.5,8.0
3881,92557,52,Male,No,Two Year,Yes,70,101.1,19.0
3882,95650,76,Male,No,Two Year,Yes,72,64.45,9.0
3885,95306,71,Male,No,One Year,Yes,43,94.3,5.0
3886,95317,34,Female,No,Two Year,No,41,19.3,21.0
3887,95064,59,Male,No,Month-to-Month,No,46,19.6,21.0
3888,95912,52,Male,Yes,One Year,Yes,61,106.0,21.0
3889,95595,58,Male,No,Two Year,Yes,19,19.95,21.0
3891,90743,53,Female,No,One Year,Yes,52,95.7,20.0
3892,90029,56,Male,No,One Year,No,24,20.1,21.0
3893,95628,38,Female,No,Month-to-Month,Yes,33,60.9,24.0
3896,95041,60,Female,No,Two Year,No,31,21.0,21.0
3897,90603,67,Female,No,One Year,Yes,67,107.05,20.0
3899,94014,79,Female,Yes,Month-to-Month,No,2,24.35,11.0
3900,96090,50,Male,No,Month-to-Month,Yes,22,93.2,17.0
3901,95333,42,Male,No,Two Year,Yes,66,85.9,10.0
3902,94525,73,Male,Yes,Month-to-Month,No,2,66.4,24.0
3904,95346,34,Female,Yes,Month-to-Month,Yes,1,80.25,3.0
3905,92692,40,Female,No,Two Year,Yes,71,82.0,23.0
3906,92252,62,Male,No,Two Year,Yes,20,19.7,21.0
3907,93434,34,Female,No,One Year,Yes,66,49.4,27.0
3908,96096,39,Female,Yes,Month-to-Month,No,34,87.45,4.0
3909,93263,49,Female,No,One Year,Yes,47,66.05,11.0
3911,95035,42,Female,Yes,Month-to-Month,Yes,69,103.95,27.0
3912,91914,38,Female,No,One Year,Yes,70,90.25,3.0
3913,95815,35,Female,No,One Year,No,17,20.15,21.0
3914,93277,35,Male,Yes,Month-to-Month,No,1,19.25,21.0
3915,92841,56,Male,No,One Year,No,46,24.9,21.0
3917,90716,38,Female,Yes,Month-to-Month,Yes,54,100.1,9.0
3918,92126,46,Male,Yes,Month-to-Month,No,1,19.9,21.0
3919,90211,63,Male,No,Month-to-Month,Yes,8,54.75,26.0
3920,96050,53,Female,Yes,Month-to-Month,Yes,12,94.2,24.0
3921,92604,51,Male,No,One Year,Yes,33,20.15,21.0
3922,90071,57,Female,Yes,Month-to-Month,Yes,21,103.9,16.0
3927,92865,38,Female,No,Month-to-Month,No,11,70.5,12.0
3928,95430,57,Female,No,Two Year,No,47,20.15,21.0
3929,95132,75,Male,No,Two Year,Yes,7,44.4,26.0
3931,94965,54,Male,Yes,Month-to-Month,Yes,49,99.05,22.0
3932,92592,38,Female,Yes,Month-to-Month,Yes,55,77.75,4.0
3933,95621,49,Female,No,Month-to-Month,No,20,19.25,21.0
3934,93626,79,Female,No,Month-to-Month,No,28,25.7,21.0
3935,94520,69,Male,Yes,Month-to-Month,Yes,1,69.75,5.0
3936,95920,36,Female,No,Month-to-Month,No,4,54.7,3.0
3937,95329,24,Female,No,Two Year,Yes,42,20.75,21.0
3938,95453,46,Male,No,Month-to-Month,Yes,1,69.9,14.0
3940,93022,52,Female,No,Month-to-Month,No,41,20.45,21.0
3941,91506,42,Male,No,One Year,Yes,13,19.95,21.0
3942,91205,33,Male,No,Two Year,No,50,24.95,21.0
3946,92316,61,Male,No,Month-to-Month,No,10,24.8,21.0
3947,90254,78,Female,Yes,Month-to-Month,No,2,79.2,18.0
3948,95249,21,Male,No,One Year,No,1,19.65,21.0
3949,91316,57,Female,No,Month-to-Month,No,2,20.35,21.0
3950,92274,80,Female,Yes,Month-to-Month,Yes,1,75.3,17.0
3951,92027,76,Female,Yes,Month-to-Month,Yes,16,96.15,16.0
3953,93257,58,Male,No,Two Year,No,58,20.3,21.0
3954,94801,70,Male,Yes,Month-to-Month,Yes,3,94.6,27.0
3955,92124,36,Female,No,Month-to-Month,Yes,8,65.45,16.0
3957,91303,63,Female,Yes,Month-to-Month,Yes,9,85.35,5.0
3958,92109,67,Female,Yes,Month-to-Month,Yes,28,101.3,20.0
3962,90002,46,Male,No,One Year,No,34,56.95,16.0
3964,95120,54,Female,Yes,Month-to-Month,No,15,19.75,21.0
3967,91803,41,Male,Yes,Month-to-Month,No,1,70.0,18.0
3968,95524,51,Male,Yes,Month-to-Month,Yes,22,100.75,17.0
3969,93437,44,Female,Yes,Month-to-Month,Yes,20,24.45,10.0
3970,90249,62,Female,No,Month-to-Month,No,8,54.65,18.0
3972,93675,48,Female,Yes,Month-to-Month,Yes,1,85.45,23.0
3973,95554,39,Female,No,Two Year,No,72,25.45,21.0
3974,94609,73,Female,No,Two Year,Yes,14,80.35,3.0
3975,93004,48,Male,No,Month-to-Month,No,2,69.95,19.0
3976,90047,60,Male,No,Month-to-Month,Yes,6,49.5,22.0
3977,93526,58,Female,No,One Year,No,12,19.3,21.0
3978,92276,61,Female,No,Month-to-Month,Yes,7,69.85,4.0
3979,90640,77,Male,No,Two Year,Yes,72,25.0,21.0
3981,92544,77,Female,Yes,Month-to-Month,Yes,20,94.1,12.0
3982,94585,44,Female,No,Month-to-Month,Yes,15,84.35,4.0
3983,95257,56,Female,No,Two Year,Yes,58,64.9,16.0
3984,92239,30,Male,Yes,Month-to-Month,Yes,20,19.4,21.0
3986,93454,47,Male,No,One Year,No,4,19.95,21.0
3987,95430,53,Female,No,Two Year,Yes,35,25.4,21.0
3988,95065,19,Female,Yes,Month-to-Month,No,1,20.95,21.0
3989,95610,43,Female,No,Month-to-Month,Yes,9,19.5,21.0
3990,91311,50,Female,No,Month-to-Month,Yes,20,89.1,25.0
3991,92315,44,Female,No,One Year,Yes,35,20.1,21.0
3992,92509,46,Male,No,Month-to-Month,Yes,21,84.1,9.0
3993,92316,76,Female,No,One Year,No,49,101.55,14.0
3995,93654,51,Female,No,Month-to-Month,Yes,47,106.35,10.0
3999,93250,60,Female,No,One Year,Yes,53,19.85,21.0
4000,93215,69,Female,Yes,Month-to-Month,No,2,89.5,19.0
4001,92070,71,Female,No,Month-to-Month,Yes,60,105.9,25.0
4002,96101,27,Male,No,Two Year,No,8,19.7,21.0
4003,95930,76,Male,Yes,Month-to-Month,Yes,2,95.1,20.0
4004,95511,34,Male,No,Month-to-Month,Yes,51,99.0,2.0
4005,95017,68,Male,Yes,Month-to-Month,No,27,36.5,25.0
4006,92126,61,Female,Yes,One Year,No,12,95.5,16.0
4007,93238,48,Female,Yes,Month-to-Month,Yes,4,24.25,16.0
4008,95453,60,Male,No,Month-to-Month,Yes,31,81.15,12.0
4009,94578,45,Male,No,Month-to-Month,No,10,46.0,14.0
4010,92139,53,Female,No,One Year,Yes,41,86.2,16.0
4011,95688,69,Female,No,One Year,Yes,18,49.85,23.0
4013,95685,37,Female,No,Month-to-Month,Yes,10,75.75,21.0
4014,93210,66,Male,Yes,Month-to-Month,Yes,49,96.2,2.0
4015,94904,29,Male,No,Two Year,No,62,19.85,21.0
4016,92392,48,Male,No,Two Year,No,42,48.15,8.0
4019,93304,22,Male,No,Two Year,Yes,65,25.1,21.0
4020,91745,57,Female,No,Two Year,No,72,106.1,14.0
4021,94939,55,Female,Yes,Month-to-Month,No,5,39.5,2.0
4022,93625,72,Female,No,Two Year,Yes,70,75.65,3.0
4023,94946,79,Female,No,One Year,Yes,50,100.65,23.0
4025,90502,34,Male,Yes,Month-to-Month,Yes,2,40.4,8.0
4030,93532,41,Female,No,Two Year,Yes,72,90.35,25.0
4031,94945,54,Female,Yes,Month-to-Month,Yes,5,83.6,23.0
4032,92131,41,Male,No,One Year,No,17,86.75,4.0
4033,90706,35,Female,Yes,Month-to-Month,No,4,20.35,21.0
4034,92121,59,Male,Yes,Month-to-Month,Yes,15,20.0,21.0
4035,95659,32,Female,Yes,Month-to-Month,Yes,1,45.4,26.0
4036,92027,75,Male,No,Two Year,Yes,31,90.7,24.0
4039,95639,50,Male,No,Two Year,No,17,19.45,21.0
4044,92082,79,Male,No,Two Year,Yes,71,24.65,21.0
4046,92677,45,Female,No,Month-to-Month,No,1,24.0,21.0
4047,92028,68,Female,No,One Year,Yes,11,82.9,2.0
4049,96133,34,Male,No,Two Year,Yes,71,82.55,19.0
4050,93722,34,Female,No,Month-to-Month,No,4,19.6,21.0
4051,95993,79,Male,Yes,Month-to-Month,No,9,54.55,7.0
4052,90650,61,Male,No,Two Year,Yes,53,69.7,16.0
4053,96016,37,Female,Yes,Month-to-Month,Yes,58,93.4,20.0
4054,94401,40,Female,No,Two Year,No,10,80.85,5.0
4055,90601,36,Female,No,Month-to-Month,Yes,43,91.65,12.0
4056,96056,46,Male,Yes,Month-to-Month,Yes,2,79.85,2.0
4057,93108,53,Female,No,Month-to-Month,Yes,4,20.15,21.0
4058,90743,56,Female,No,Two Year,Yes,65,99.05,13.0
4059,95388,29,Female,No,One Year,Yes,13,104.15,27.0
4061,93615,44,Female,No,Two Year,Yes,8,19.85,21.0
4062,91405,64,Male,No,Two Year,Yes,72,90.8,26.0
4064,93529,50,Male,No,Two Year,No,66,19.7,21.0
4065,95988,73,Female,No,Two Year,Yes,43,33.45,18.0
4066,93012,79,Male,No,One Year,Yes,52,104.45,11.0
4070,94705,43,Male,No,Two Year,No,71,25.55,21.0
4072,95820,58,Male,Yes,Two Year,Yes,69,106.5,11.0
4073,95728,37,Male,No,Two Year,No,46,81.0,10.0
4074,92656,57,Female,No,One Year,Yes,28,59.9,11.0
4075,92706,55,Female,No,One Year,No,11,64.9,23.0
4076,92504,73,Male,No,One Year,No,61,64.05,20.0
4079,93261,57,Male,No,Month-to-Month,No,3,107.95,22.0
4081,95692,40,Female,No,Two Year,Yes,52,58.75,19.0
4082,90245,35,Male,No,Two Year,No,72,84.45,26.0
4083,95970,45,Female,Yes,Month-to-Month,Yes,29,68.85,19.0
4085,95317,40,Male,No,One Year,Yes,50,20.35,21.0
4086,90715,30,Female,No,Month-to-Month,No,7,20.45,21.0
4087,95736,61,Female,No,One Year,Yes,40,50.25,6.0
4088,91724,35,Female,No,One Year,No,12,20.15,21.0
4089,92027,33,Female,No,Month-to-Month,Yes,9,59.5,20.0
4090,94401,52,Female,No,Month-to-Month,No,8,49.4,6.0
4092,92694,34,Male,No,Two Year,No,71,73.5,5.0
4093,94303,54,Male,No,Two Year,No,72,19.3,21.0
4094,93953,41,Female,No,Two Year,No,34,84.75,16.0
4095,92309,60,Male,No,One Year,No,24,24.6,21.0
4096,92662,58,Female,No,One Year,Yes,56,68.75,8.0
4097,94901,78,Female,No,Two Year,No,52,59.85,3.0
4098,92368,53,Female,No,Two Year,No,55,21.0,21.0
4099,95837,47,Female,No,One Year,No,69,59.1,19.0
4100,95640,61,Female,No,Two Year,Yes,68,110.8,14.0
4101,94105,41,Female,Yes,Month-to-Month,No,1,90.6,22.0
4102,95960,48,Female,No,Two Year,No,63,19.5,21.0
4103,92675,57,Female,No,One Year,Yes,50,104.4,7.0
4104,93305,46,Male,No,Two Year,Yes,72,67.8,6.0
4105,92283,40,Male,No,Month-to-Month,Yes,70,106.05,13.0
4106,95232,40,Female,No,Two Year,No,39,19.75,21.0
4107,92122,74,Female,Yes,Month-to-Month,Yes,2,70.35,10.0
4108,94605,37,Female,No,One Year,Yes,3,20.55,21.0
4110,95526,78,Male,Yes,Month-to-Month,Yes,33,83.85,2.0
4111,95493,45,Male,No,One Year,Yes,20,64.15,18.0
4114,92835,73,Female,No,Two Year,Yes,7,51.3,18.0
4115,91913,75,Female,No,One Year,Yes,56,68.45,18.0
4116,92364,43,Female,No,Two Year,No,57,19.9,21.0
4120,94550,68,Male,No,Month-to-Month,Yes,62,89.1,3.0
4123,95035,30,Male,No,One Year,Yes,29,75.35,27.0
4124,96126,56,Male,Yes,Month-to-Month,Yes,2,69.8,27.0
4125,92117,55,Male,Yes,Month-to-Month,Yes,1,75.45,15.0
4126,92027,44,Male,Yes,Month-to-Month,Yes,3,76.95,23.0
4130,93554,37,Female,Yes,Month-to-Month,Yes,5,88.9,27.0
4132,92620,24,Female,No,One Year,Yes,33,58.45,27.0
4133,93222,37,Male,No,Two Year,No,35,20.1,21.0
4134,90034,24,Male,No,Two Year,No,71,24.45,21.0
4137,93627,42,Male,No,One Year,No,22,20.3,21.0
4138,90405,49,Female,No,Two Year,No,68,20.05,21.0
4139,94306,26,Male,No,One Year,No,27,20.05,21.0
4140,90045,64,Female,No,Month-to-Month,No,6,20.2,21.0
4141,92673,31,Male,No,Two Year,No,70,25.4,21.0
4142,95662,35,Female,No,Two Year,No,49,106.65,12.0
4144,95336,44,Female,No,One Year,No,2,20.5,21.0
4145,92377,45,Male,No,Month-to-Month,No,1,44.45,16.0
4146,95133,45,Male,No,Two Year,Yes,26,19.15,21.0
4147,93458,33,Male,No,Two Year,Yes,46,60.75,13.0
4148,93430,60,Female,No,Month-to-Month,No,10,18.85,21.0
4149,95236,41,Male,Yes,Month-to-Month,Yes,1,31.35,6.0
4150,95017,21,Male,No,Month-to-Month,Yes,1,20.25,21.0
4151,91423,76,Male,Yes,Month-to-Month,Yes,6,84.2,25.0
4152,95675,55,Male,No,One Year,No,32,19.8,21.0
4155,91792,55,Female,Yes,Month-to-Month,No,6,55.9,20.0
4156,92242,44,Female,No,One Year,No,23,20.05,21.0
4157,96016,49,Female,No,Two Year,No,72,88.05,24.0
4158,94556,34,Female,No,Month-to-Month,No,11,75.25,23.0
4159,91950,52,Female,No,Month-to-Month,No,5,34.25,19.0
4160,93606,54,Male,Yes,Month-to-Month,Yes,19,99.95,18.0
4161,93263,43,Female,No,Two Year,No,72,25.1,21.0
4162,92130,62,Male,Yes,Month-to-Month,No,1,69.4,20.0
4164,91768,54,Male,No,Two Year,No,58,94.35,23.0
4165,91384,67,Female,Yes,Month-to-Month,Yes,50,95.05,4.0
4167,91040,56,Female,No,Two Year,Yes,72,19.75,21.0
4168,94578,55,Male,No,Two Year,Yes,56,81.8,21.0
4169,95910,42,Male,No,Month-to-Month,No,9,70.05,24.0
4171,95648,74,Female,No,One Year,Yes,67,105.6,10.0
4174,95821,56,Male,No,Month-to-Month,Yes,31,94.5,18.0
4175,91902,32,Female,No,Two Year,Yes,70,20.15,21.0
4176,95551,54,Male,No,Month-to-Month,Yes,1,19.5,21.0
4177,91748,60,Female,Yes,One Year,Yes,45,54.15,26.0
4179,93625,74,Male,Yes,Month-to-Month,Yes,15,74.2,9.0
4180,96069,49,Female,Yes,Month-to-Month,Yes,1,56.25,22.0
4181,91786,71,Male,No,One Year,No,34,90.15,18.0
4182,92508,80,Female,Yes,Month-to-Month,Yes,18,85.45,21.0
4183,93241,42,Female,No,One Year,No,32,19.3,21.0
4184,95420,58,Male,No,Two Year,Yes,72,115.8,6.0
4185,93212,40,Male,No,Two Year,No,70,79.15,2.0
4187,91607,61,Female,No,Month-to-Month,No,2,69.0,23.0
4188,94941,20,Female,No,Month-to-Month,No,37,19.35,21.0
4189,93928,79,Male,No,One Year,No,32,19.8,21.0
4190,91104,61,Female,No,One Year,No,32,20.55,21.0
4192,92707,19,Male,No,Month-to-Month,No,2,20.05,21.0
4193,95979,40,Male,No,Month-to-Month,Yes,64,73.55,22.0
4195,92028,37,Male,Yes,Month-to-Month,Yes,10,104.4,2.0
4196,95934,33,Male,No,Month-to-Month,Yes,13,72.8,23.0
4197,92075,39,Female,No,One Year,Yes,41,20.25,21.0
4198,91340,48,Male,No,Month-to-Month,Yes,9,76.25,3.0
4199,96109,46,Male,No,Two Year,Yes,69,81.5,26.0
4200,92655,75,Male,Yes,Month-to-Month,Yes,7,70.1,22.0
4201,94060,32,Female,No,Month-to-Month,Yes,22,84.75,19.0
4204,93624,79,Male,No,Month-to-Month,Yes,15,96.5,26.0
4205,96062,59,Male,No,Two Year,No,48,26.3,21.0
4206,94512,54,Female,No,Month-to-Month,Yes,19,56.1,27.0
4208,92109,59,Male,Yes,Month-to-Month,Yes,19,83.65,25.0
4209,95425,62,Male,No,One Year,No,53,54.9,17.0
4210,94509,53,Male,No,One Year,Yes,71,109.6,9.0
4213,90742,44,Male,Yes,Month-to-Month,No,4,61.45,21.0
4214,96057,35,Female,No,Month-to-Month,Yes,26,73.05,20.0
4215,92401,32,Female,Yes,Month-to-Month,Yes,8,83.55,25.0
4218,90069,40,Female,No,Two Year,Yes,72,107.5,21.0
4219,94550,40,Female,No,Month-to-Month,Yes,6,20.95,21.0
4220,90712,53,Male,Yes,Month-to-Month,Yes,18,94.7,20.0
4221,92557,72,Female,Yes,Month-to-Month,Yes,5,74.35,22.0
4222,95664,75,Male,No,Two Year,Yes,21,104.35,17.0
4223,92399,67,Male,Yes,Month-to-Month,Yes,32,96.15,18.0
4224,96038,58,Male,No,Month-to-Month,Yes,3,29.75,18.0
4226,91403,53,Female,No,One Year,Yes,12,19.35,21.0
4227,94541,41,Male,No,Two Year,No,72,105.25,14.0
4229,93630,28,Male,No,Two Year,No,47,24.55,21.0
4230,91302,45,Male,No,Month-to-Month,Yes,2,46.6,12.0
4231,92592,32,Male,No,One Year,Yes,72,89.7,18.0
4232,92612,40,Male,No,Two Year,No,46,19.95,21.0
4234,94599,36,Male,No,One Year,Yes,36,63.7,14.0
4235,94526,36,Male,Yes,Month-to-Month,Yes,10,70.3,23.0
4239,94940,58,Male,Yes,Month-to-Month,Yes,40,97.1,23.0
4240,92131,72,Female,No,One Year,Yes,35,108.35,3.0
4241,93012,40,Female,No,Month-to-Month,Yes,37,95.15,15.0
4243,93203,42,Female,No,Two Year,No,65,26.5,21.0
4244,92705,78,Female,No,One Year,No,72,105.0,10.0
4245,95605,45,Female,No,One Year,No,32,74.75,5.0
4246,92275,42,Male,No,One Year,No,39,19.35,21.0
4247,92840,27,Female,No,Two Year,No,68,118.6,27.0
4248,95492,42,Female,No,One Year,No,24,57.6,27.0
4252,95457,39,Male,No,Two Year,Yes,58,25.3,21.0
4253,94569,42,Male,Yes,Month-to-Month,No,12,56.65,10.0
