,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
4898,34,Male,No,One year,Yes,5,127.5,91.0
4899,20,Female,Yes,One year,No,4,207.6,82.0
4900,77,Male,Yes,Month-to-Month,Yes,15,242.6,156.0
4901,75,Male,Yes,Month-to-Month,Yes,3,232.6,67.0
4902,24,Male,Yes,Month-to-Month,Yes,10,169.9,107.0
4903,45,Male,No,Two Year,No,20,157.5,161.0
4904,54,Male,Yes,Month-to-Month,Yes,6,162.5,79.0
4905,25,Male,Yes,Month-to-Month,Yes,3,165.0,105.0
4906,23,Male,Yes,Month-to-Month,Yes,21,220.2,217.0
4907,46,Female,Yes,Month-to-Month,No,21,165.0,214.0
4908,85,Female,Yes,Month-to-Month,No,12,287.6,157.0
4909,35,Female,Yes,Month-to-Month,Yes,6,230.1,108.0
4910,34,Male,Yes,Month-to-Month,Yes,10,247.7,174.0
4911,82,Male,Yes,Two Year,Yes,6,195.0,73.0
4912,75,Female,Yes,Month-to-Month,Yes,12,255.1,162.0
4913,69,Female,Yes,Month-to-Month,Yes,4,175.0,94.0
4914,70,Male,Yes,Month-to-Month,Yes,11,145.0,140.0
4915,63,Male,Yes,Month-to-Month,No,5,147.4,54.0
4916,68,Male,No,Month-to-Month,No,8,172.5,84.0
4917,63,Female,Yes,One year,No,5,197.6,81.0
4918,55,Male,Yes,Month-to-Month,Yes,10,157.5,90.0
4919,45,Female,Yes,Month-to-Month,No,5,145.0,97.0
4920,30,Female,No,Month-to-Month,Yes,3,157.5,41.0
4921,35,Male,Yes,Month-to-Month,No,25,235.2,256.0
4922,32,Male,Yes,Month-to-Month,Yes,22,187.6,202.0
4923,39,Female,No,Two Year,No,5,202.7,91.0
4924,68,Male,Yes,Month-to-Month,Yes,8,175.0,120.0
4925,77,Male,No,Two Year,No,14,240.1,139.0
4926,87,Female,Yes,Two Year,Yes,18,172.4,177.0
4927,33,Female,Yes,Two Year,Yes,3,290.2,94.0
4928,60,Female,Yes,Month-to-Month,Yes,18,222.7,175.0
4929,30,Male,No,Two Year,Yes,9,180.0,98.0
4930,35,Female,Yes,Month-to-Month,Yes,2,207.6,67.0
4931,22,Female,Yes,Month-to-Month,No,6,277.6,110.0
4932,70,Male,No,One year,Yes,9,180.0,85.0
4933,19,Female,No,One year,Yes,12,150.0,142.0
4934,41,Male,Yes,Two Year,No,2,195.0,58.0
4935,65,Male,No,Two Year,Yes,15,160.0,128.0
4936,78,Female,No,Two Year,Yes,9,140.0,109.0
4937,57,Male,No,Month-to-Month,Yes,12,115.0,104.0
4938,74,Female,No,Two Year,Yes,12,147.5,86.0
4939,21,Female,No,Month-to-Month,No,2,182.5,52.0
4940,75,Male,Yes,Two Year,Yes,11,245.1,133.0
4941,40,Female,Yes,Month-to-Month,Yes,18,182.5,163.0
4942,26,Male,No,Month-to-Month,Yes,6,172.5,88.0
4943,77,Female,No,One year,No,4,232.6,69.0
4944,61,Male,No,One year,No,4,112.5,46.0
4945,58,Male,No,Month-to-Month,Yes,9,127.5,75.0
4946,54,Female,Yes,Month-to-Month,Yes,3,140.0,68.0
4947,60,Female,Yes,Month-to-Month,No,4,205.0,65.0
4948,45,Female,Yes,Month-to-Month,No,1,137.5,29.0
4949,23,Female,No,Month-to-Month,Yes,4,112.5,32.0
4950,45,Male,Yes,Month-to-Month,No,3,137.5,38.0
4951,85,Male,Yes,One year,No,10,215.0,96.0
4952,57,Male,No,Month-to-Month,Yes,5,150.0,68.0
4953,51,Female,No,Two Year,Yes,19,172.5,163.0
4954,66,Female,No,Month-to-Month,No,5,115.0,42.0
4955,27,Male,Yes,One year,No,20,222.6,231.0
4956,25,Male,No,Two Year,Yes,6,217.5,91.0
4957,48,Female,No,Two Year,No,11,117.5,107.0
4958,89,Male,Yes,Two Year,No,11,255.1,165.0
4959,30,Male,No,Month-to-Month,No,19,127.5,163.0
4960,77,Female,Yes,Month-to-Month,Yes,11,220.2,126.0
4961,46,Male,Yes,Month-to-Month,No,5,150.0,99.0
4962,65,Male,Yes,Month-to-Month,No,12,212.6,176.0
4963,31,Male,Yes,Month-to-Month,Yes,8,185.0,134.0
4964,43,Male,Yes,Month-to-Month,No,6,162.5,113.0
4965,40,Male,Yes,Month-to-Month,No,8,270.2,172.0
4966,28,Male,Yes,Month-to-Month,Yes,19,185.0,215.0
4967,41,Female,Yes,Month-to-Month,Yes,2,185.0,57.0
4968,43,Male,No,One year,No,6,172.5,85.0
4969,36,Female,No,One year,Yes,3,120.0,62.0
4970,86,Female,No,Month-to-Month,Yes,2,175.0,68.0
4971,76,Male,Yes,One year,No,15,232.6,181.0
4972,25,Female,No,Month-to-Month,Yes,9,142.5,141.0
4973,23,Male,Yes,Month-to-Month,Yes,12,192.4,133.0
4974,67,Female,No,One year,Yes,12,140.0,130.0
4975,25,Female,No,Month-to-Month,No,10,127.5,100.0
4976,24,Male,Yes,Month-to-Month,Yes,9,240.1,118.0
4977,80,Male,Yes,Month-to-Month,Yes,7,287.6,108.0
4978,56,Female,Yes,Month-to-Month,No,8,265.1,119.0
4979,20,Female,Yes,Month-to-Month,No,9,255.1,123.0
4980,62,Female,No,Two Year,No,2,165.0,78.0
4981,57,Female,No,Two Year,No,10,95.0,74.0
4982,19,Male,No,Two Year,Yes,3,137.5,55.0
4983,54,Male,No,Month-to-Month,Yes,17,172.5,149.0
4984,71,Male,No,One year,No,9,127.5,119.0
4985,42,Male,Yes,Month-to-Month,Yes,20,200.1,225.0
4986,20,Female,No,Month-to-Month,No,9,127.5,82.0
4987,31,Female,Yes,Month-to-Month,Yes,13,242.6,147.0
4988,60,Male,Yes,Two Year,Yes,6,230.1,105.0
4989,82,Female,No,Month-to-Month,Yes,7,197.6,87.0
4990,31,Female,Yes,Month-to-Month,Yes,16,162.5,140.0
4991,57,Male,No,One year,No,13,115.0,112.0
4992,65,Male,No,Two Year,No,8,152.5,87.0
4993,54,Female,No,Two Year,Yes,19,245.1,181.0
4994,82,Male,No,Month-to-Month,Yes,15,152.5,133.0
4995,66,Female,Yes,Month-to-Month,No,9,170.0,92.0
4996,29,Male,Yes,Month-to-Month,Yes,8,197.5,110.0
4997,23,Male,No,Two Year,No,8,150.0,110.0
4998,75,Female,No,Two Year,Yes,6,160.0,98.0
4999,49,Female,No,One year,No,5,182.5,64.0
5000,80,Female,No,Month-to-Month,Yes,42,170.0,303.0
5001,61,Male,No,Month-to-Month,No,54,185.0,446.0
5002,20,Male,No,Month-to-Month,No,62,170.0,465.0
5003,73,Female,No,Month-to-Month,Yes,45,137.4,318.0
5004,79,Female,No,Two Year,No,58,180.0,412.0
5005,42,Female,No,Two Year,Yes,39,162.5,323.0
5006,23,Male,No,Month-to-Month,Yes,69,117.5,536.0
5007,78,Male,No,One year,No,71,140.0,510.0
5008,38,Female,No,Two Year,No,63,127.4,489.0
5009,80,Male,No,Month-to-Month,Yes,70,162.5,546.0
5010,44,Male,No,One year,Yes,64,150.0,490.0
5011,50,Male,No,One year,No,66,169.9,480.0
5012,78,Male,No,One year,No,51,142.5,401.0
5013,24,Male,No,Month-to-Month,No,67,185.0,520.0
5014,46,Female,No,Month-to-Month,No,72,152.5,560.0
5015,56,Male,No,Month-to-Month,Yes,63,127.5,456.0
5016,58,Female,No,One year,Yes,55,162.5,415.0
5017,77,Female,No,Month-to-Month,No,67,202.6,533.0
5018,30,Male,No,Month-to-Month,No,67,257.7,532.0
5019,47,Male,No,Month-to-Month,Yes,60,105.0,463.0
5020,78,Female,No,One year,Yes,66,127.4,495.0
5021,86,Male,No,Month-to-Month,Yes,71,149.9,543.0
5022,56,Female,No,Month-to-Month,No,69,159.9,521.0
5023,70,Female,No,One year,No,57,130.0,415.0
5024,47,Female,No,One year,No,56,240.1,429.0
5025,27,Male,No,One year,No,60,159.9,455.0
5026,56,Female,No,One year,Yes,45,160.0,344.0
5027,35,Male,No,Month-to-Month,Yes,56,140.0,422.0
5028,23,Male,No,Month-to-Month,Yes,65,197.5,498.0
5029,53,Female,No,Two Year,No,67,195.0,517.0
5030,18,Male,No,Month-to-Month,No,42,162.4,370.0
5031,28,Female,No,One year,No,67,137.5,488.0
5032,34,Female,No,Two Year,No,72,160.0,509.0
5033,56,Female,No,Two Year,No,64,175.1,486.0
5034,87,Male,No,One year,Yes,65,212.6,517.0
5035,28,Female,No,Two Year,Yes,71,167.5,513.0
5036,50,Female,No,Two Year,No,62,177.5,498.0
5037,59,Male,No,Two Year,Yes,49,197.5,379.0
5038,28,Female,No,One year,No,45,207.5,348.0
5039,66,Female,No,Two Year,No,71,212.6,570.0
5040,80,Female,No,One year,No,70,150.0,496.0
5043,19,Male,No,Two Year,Yes,64,255.2,509.0
5044,29,Male,No,Month-to-Month,No,71,127.5,519.0
5045,67,Male,No,Month-to-Month,Yes,69,207.6,513.0
5046,19,Female,No,Two Year,No,56,267.7,459.0
5047,29,Female,No,Two Year,Yes,67,242.6,524.0
5048,80,Female,No,Month-to-Month,Yes,65,172.5,473.0
5049,32,Male,No,One year,Yes,70,140.0,515.0
5050,26,Female,No,One year,No,62,147.5,492.0
5051,38,Male,No,Month-to-Month,Yes,67,137.5,492.0
5052,87,Male,No,Two Year,Yes,65,172.5,465.0
5053,48,Male,No,Two Year,No,72,235.2,544.0
5054,42,Male,No,Month-to-Month,No,56,185.0,464.0
5055,18,Male,No,One year,Yes,70,220.1,568.0
5056,42,Female,No,Month-to-Month,No,63,160.0,445.0
5057,35,Female,No,One year,Yes,61,127.5,432.0
5058,28,Female,No,Month-to-Month,No,72,207.6,536.0
5059,64,Female,No,One year,Yes,62,195.0,456.0
5060,82,Male,No,One year,No,69,140.0,517.0
5061,60,Female,No,Month-to-Month,Yes,51,172.5,407.0
5062,50,Female,No,Month-to-Month,Yes,69,172.5,532.0
5063,73,Female,No,One year,No,70,117.5,497.0
5064,41,Female,No,Two Year,No,69,160.0,508.0
5065,72,Female,No,Month-to-Month,Yes,61,160.0,463.0
5066,30,Female,Yes,Month-to-Month,No,43,245.1,383.0
5067,69,Female,No,One year,Yes,64,287.6,499.0
5068,88,Male,No,Month-to-Month,Yes,59,190.1,478.0
5069,85,Female,No,Month-to-Month,Yes,70,105.0,495.0
5070,75,Male,No,One year,No,67,162.4,515.0
5071,60,Female,No,Month-to-Month,Yes,64,265.1,493.0
5072,72,Female,No,Month-to-Month,No,68,130.0,525.0
5073,39,Male,No,One year,No,67,135.0,492.0
5074,32,Male,No,Month-to-Month,Yes,58,127.5,470.0
5075,57,Male,No,Two Year,Yes,64,150.0,501.0
5076,24,Female,No,Month-to-Month,Yes,56,140.0,414.0
5077,22,Female,Yes,Month-to-Month,Yes,60,242.6,506.0
5078,48,Female,No,Month-to-Month,Yes,64,169.9,460.0
5079,40,Male,No,Two Year,Yes,62,195.0,461.0
5080,56,Male,No,Two Year,Yes,62,147.4,443.0
5081,85,Female,No,Month-to-Month,No,57,152.5,453.0
5082,35,Female,No,Month-to-Month,Yes,58,150.0,425.0
5083,20,Female,No,Month-to-Month,Yes,70,160.0,547.0
5084,49,Female,No,Two Year,No,58,162.5,420.0
5086,31,Female,No,Month-to-Month,Yes,67,147.4,477.0
5087,71,Male,No,Month-to-Month,No,58,242.6,437.0
5088,80,Female,No,Month-to-Month,Yes,54,172.5,419.0
5089,41,Male,No,Two Year,No,70,192.5,524.0
5090,59,Male,No,One year,Yes,51,257.6,447.0
5091,66,Male,No,One year,No,63,137.5,461.0
5092,85,Male,No,One year,Yes,53,230.1,414.0
5093,45,Male,No,Two Year,Yes,67,185.0,500.0
5094,47,Female,No,One year,No,62,225.1,515.0
5095,70,Male,No,Two Year,Yes,68,92.5,472.0
5096,45,Male,No,Month-to-Month,Yes,55,127.5,405.0
5097,62,Male,No,Two Year,Yes,63,140.0,484.0
5098,89,Female,No,Month-to-Month,Yes,70,185.0,510.0
5099,84,Female,No,One year,Yes,67,162.5,516.0
5100,69,Female,Yes,Month-to-Month,No,48,240.1,376.0
5101,74,Female,No,One year,No,69,127.5,483.0
5102,64,Male,Yes,Month-to-Month,No,62,235.1,511.0
5103,30,Female,No,Month-to-Month,Yes,59,185.0,441.0
5104,20,Male,No,Month-to-Month,Yes,55,182.5,418.0
5105,81,Male,No,Month-to-Month,Yes,51,147.5,365.0
5106,83,Female,No,Two Year,No,64,192.5,455.0
5107,73,Female,No,One year,No,42,172.5,346.0
5108,38,Female,No,One year,No,53,152.5,436.0
5109,82,Male,No,Month-to-Month,Yes,43,142.5,349.0
5110,63,Female,No,Month-to-Month,Yes,50,217.5,370.0
5111,24,Female,No,Two Year,Yes,53,149.9,388.0
5112,33,Male,No,Two Year,No,48,185.0,418.0
5113,50,Female,No,Month-to-Month,Yes,53,192.4,393.0
5114,38,Male,No,Two Year,Yes,58,230.1,450.0
5115,45,Male,No,One year,Yes,57,200.1,474.0
5116,22,Female,No,One year,No,54,147.5,402.0
5117,20,Male,No,Two Year,Yes,68,160.0,537.0
5118,38,Male,No,One year,Yes,42,140.0,323.0
5119,72,Female,No,Two Year,Yes,70,127.5,523.0
5120,75,Male,No,Month-to-Month,Yes,64,182.5,475.0
5121,33,Male,No,Month-to-Month,Yes,63,125.0,447.0
5122,42,Female,No,Month-to-Month,Yes,55,235.1,470.0
5123,68,Female,No,Month-to-Month,Yes,70,142.5,537.0
5124,55,Male,No,Month-to-Month,No,39,137.4,294.0
5125,21,Female,No,Two Year,No,44,127.4,364.0
5126,62,Female,No,Two Year,No,68,149.9,476.0
5127,82,Female,No,Month-to-Month,Yes,61,150.0,446.0
5128,48,Female,No,Month-to-Month,Yes,71,137.5,497.0
5129,73,Female,No,Two Year,Yes,67,125.0,475.0
5130,84,Female,No,Month-to-Month,Yes,60,162.5,443.0
5131,29,Male,No,One year,Yes,68,212.6,553.0
5132,24,Male,No,Two Year,Yes,57,162.5,438.0
5133,77,Male,No,Two Year,Yes,68,172.5,535.0
5134,84,Female,No,Month-to-Month,Yes,70,172.5,529.0
5135,42,Male,No,Two Year,Yes,64,252.6,495.0
5136,44,Male,No,Month-to-Month,Yes,45,107.5,335.0
5137,59,Male,No,Two Year,No,43,140.0,329.0
5138,29,Female,Yes,Month-to-Month,Yes,61,245.1,517.0
5139,63,Male,No,Two Year,No,59,242.6,452.0
5140,40,Male,No,Month-to-Month,No,61,262.6,477.0
5141,45,Male,No,Month-to-Month,Yes,51,212.6,449.0
5142,65,Male,No,Month-to-Month,Yes,63,137.5,488.0
5144,68,Female,No,Month-to-Month,No,56,147.5,400.0
5145,19,Female,No,Two Year,Yes,64,197.5,484.0
5146,27,Female,No,Month-to-Month,No,63,105.0,476.0
5147,85,Male,No,Two Year,Yes,54,160.0,388.0
5148,45,Male,No,Two Year,Yes,59,130.0,465.0
5149,57,Male,No,Two Year,Yes,63,159.9,465.0
5150,40,Female,No,Month-to-Month,No,71,235.2,544.0
5151,64,Female,No,Month-to-Month,No,53,195.0,395.0
5152,44,Male,No,Month-to-Month,No,60,147.5,437.0
5153,40,Female,No,Month-to-Month,Yes,69,185.0,516.0
5154,33,Female,No,Month-to-Month,Yes,66,162.5,480.0
5155,51,Male,No,Two Year,Yes,50,127.5,373.0
5156,43,Male,No,Month-to-Month,No,72,230.1,547.0
5157,31,Male,Yes,Month-to-Month,Yes,65,257.7,557.0
5158,49,Male,No,Month-to-Month,Yes,69,242.6,524.0
5159,44,Male,No,Month-to-Month,Yes,71,105.0,530.0
5160,71,Male,Yes,Month-to-Month,No,49,220.1,431.0
5161,43,Female,No,Month-to-Month,Yes,71,159.9,548.0
5162,63,Male,No,Month-to-Month,Yes,46,195.0,388.0
5163,21,Female,No,Month-to-Month,No,51,172.5,413.0
5164,89,Female,No,One year,Yes,71,200.1,547.0
5165,88,Female,No,Month-to-Month,No,71,172.4,500.0
5166,56,Male,No,Month-to-Month,Yes,60,162.5,472.0
5167,63,Female,No,One year,No,51,185.0,387.0
5168,82,Male,No,Two Year,Yes,59,195.0,468.0
5169,22,Female,No,One year,Yes,69,157.5,486.0
5170,51,Female,No,Month-to-Month,No,64,120.0,504.0
5171,19,Female,No,Month-to-Month,No,72,130.0,525.0
5172,53,Male,No,Two Year,No,53,127.5,422.0
5173,58,Male,No,One year,Yes,59,240.1,461.0
5174,69,Male,No,Two Year,Yes,58,149.9,451.0
5175,44,Female,No,One year,Yes,60,182.5,435.0
5176,46,Female,No,One year,Yes,67,162.5,496.0
5177,26,Female,Yes,Two Year,Yes,55,262.6,434.0
5178,43,Male,No,Month-to-Month,Yes,66,230.1,501.0
5179,52,Female,No,One year,No,62,125.0,437.0
5180,75,Female,No,One year,Yes,72,117.5,504.0
5181,52,Female,No,Month-to-Month,Yes,40,152.5,325.0
5182,28,Female,No,One year,Yes,66,127.4,510.0
5183,54,Male,Yes,Month-to-Month,No,53,172.4,434.0
5184,22,Male,No,One year,No,54,137.5,412.0
5185,20,Female,No,One year,No,67,197.6,514.0
5186,86,Female,No,Month-to-Month,Yes,44,182.5,330.0
5187,88,Female,No,Month-to-Month,No,69,187.5,539.0
5188,37,Female,No,Month-to-Month,Yes,64,127.5,487.0
5189,60,Male,No,Two Year,Yes,65,200.2,506.0
5190,54,Female,No,One year,Yes,45,137.5,320.0
5191,20,Female,No,Two Year,Yes,63,255.1,494.0
5192,47,Male,No,Month-to-Month,No,67,147.4,486.0
5193,47,Male,No,Two Year,No,66,222.6,543.0
5194,43,Male,No,Month-to-Month,Yes,67,210.2,520.0
5195,31,Female,Yes,Month-to-Month,Yes,59,255.2,475.0
5196,29,Female,No,Two Year,Yes,59,242.6,460.0
5197,26,Male,No,Month-to-Month,Yes,55,252.6,434.0
5198,31,Male,No,Two Year,Yes,67,255.1,564.0
5199,45,Female,No,Two Year,No,55,212.6,462.0
5200,60,Male,No,One year,No,42,140.0,343.0
5201,22,Male,No,Month-to-Month,No,67,205.0,500.0
5202,40,Female,No,Month-to-Month,No,62,180.0,450.0
5203,56,Female,No,Month-to-Month,Yes,70,205.0,507.0
5204,38,Male,No,Month-to-Month,Yes,64,80.0,453.0
5205,67,Female,No,One year,No,72,127.4,538.0
5206,52,Male,No,One year,Yes,69,172.5,511.0
5207,60,Male,No,One year,No,59,182.5,446.0
5208,18,Female,No,One year,Yes,72,185.0,558.0
5209,43,Female,No,Two Year,No,71,92.5,490.0
5210,61,Male,No,Month-to-Month,Yes,47,232.6,368.0
5211,70,Female,No,Month-to-Month,No,69,149.9,537.0
5212,60,Male,No,One year,Yes,69,245.1,535.0
5213,26,Female,No,Two Year,Yes,65,115.0,461.0
5214,31,Female,No,One year,Yes,57,182.5,428.0
5215,50,Female,No,Two Year,Yes,47,135.0,345.0
5216,59,Male,No,Month-to-Month,No,69,215.0,519.0
5217,47,Female,No,Month-to-Month,Yes,71,169.9,507.0
5218,71,Female,No,Two Year,Yes,54,265.1,426.0
5220,45,Female,No,Month-to-Month,Yes,65,160.0,468.0
5221,22,Female,No,One year,Yes,55,242.6,438.0
5222,82,Male,No,Two Year,Yes,67,252.6,505.0
5223,48,Female,No,Two Year,No,66,145.0,516.0
5224,73,Female,No,Month-to-Month,Yes,53,140.0,411.0
5225,32,Male,No,Month-to-Month,No,61,152.5,490.0
5227,84,Female,No,Month-to-Month,Yes,50,127.5,343.0
5228,32,Male,No,Two Year,Yes,68,220.1,518.0
5229,72,Female,No,Month-to-Month,No,57,175.1,429.0
5230,58,Female,No,Month-to-Month,No,46,150.0,360.0
5231,59,Male,No,Month-to-Month,No,60,140.0,469.0
5232,39,Male,No,Two Year,No,67,125.0,490.0
5233,77,Female,No,Two Year,Yes,65,150.0,473.0
5234,85,Female,No,Two Year,No,62,152.5,452.0
5235,37,Male,No,One year,Yes,72,115.0,518.0
5236,84,Male,No,One year,No,60,172.5,443.0
5237,78,Male,No,One year,No,50,220.0,382.0
5238,89,Male,No,Two Year,Yes,68,252.6,519.0
5239,61,Female,Yes,Month-to-Month,No,66,235.1,538.0
5240,38,Female,No,Two Year,Yes,70,95.0,521.0
5241,36,Female,No,One year,Yes,49,172.5,376.0
5242,85,Male,No,Month-to-Month,Yes,57,149.9,445.0
5243,23,Female,No,One year,Yes,71,162.5,563.0
5244,53,Female,Yes,Month-to-Month,Yes,37,210.1,335.0
5245,19,Female,No,One year,No,69,257.7,543.0
5246,32,Male,No,One year,No,55,235.1,471.0
5247,57,Male,No,Month-to-Month,No,60,147.4,451.0
5248,23,Female,No,One year,No,65,210.1,543.0
5249,64,Female,No,Month-to-Month,Yes,54,192.5,395.0
5250,62,Male,No,Month-to-Month,Yes,46,182.5,345.0
5251,20,Female,No,Two Year,No,69,255.2,546.0
5252,43,Female,No,One year,Yes,68,180.0,486.0
5253,77,Female,No,Two Year,No,68,130.0,510.0
5254,75,Female,No,One year,No,56,167.5,395.0
5255,47,Female,No,One year,No,58,147.5,407.0
5256,26,Male,No,Two Year,No,64,115.0,481.0
5257,80,Female,Yes,Month-to-Month,Yes,54,270.2,471.0
5258,74,Female,No,Month-to-Month,Yes,69,115.0,517.0
5259,80,Female,No,Two Year,Yes,57,150.0,411.0
5260,19,Male,No,Month-to-Month,No,58,175.0,476.0
5261,69,Female,No,Month-to-Month,No,71,169.9,504.0
5262,31,Male,Yes,Month-to-Month,Yes,69,222.6,567.0
5263,24,Female,No,One year,No,66,150.0,488.0
5264,40,Female,No,Month-to-Month,No,61,150.0,440.0
5265,68,Female,No,Month-to-Month,No,70,160.0,495.0
5266,85,Male,No,Two Year,Yes,68,195.0,504.0
5267,64,Male,No,Two Year,Yes,51,222.6,395.0
5268,89,Female,Yes,Month-to-Month,Yes,50,155.0,377.0
5269,53,Male,No,Two Year,Yes,58,222.6,497.0
5270,28,Male,No,Two Year,Yes,70,152.5,558.0
5271,25,Female,No,Month-to-Month,Yes,67,152.5,537.0
5272,24,Male,No,Month-to-Month,No,61,149.9,485.0
5273,81,Female,No,One year,Yes,43,187.5,361.0
5274,28,Male,No,Month-to-Month,Yes,59,137.4,438.0
5275,29,Female,No,Month-to-Month,No,43,182.4,364.0
5277,42,Male,No,Month-to-Month,Yes,69,172.5,540.0
5278,86,Male,No,Month-to-Month,Yes,62,167.5,431.0
5279,63,Female,No,One year,Yes,70,150.0,506.0
5280,44,Male,No,Month-to-Month,No,64,160.0,468.0
5281,80,Female,No,Month-to-Month,Yes,60,215.0,432.0
5282,23,Male,No,One year,No,52,172.5,437.0
5283,58,Female,No,Month-to-Month,Yes,65,142.5,512.0
5284,74,Male,No,Month-to-Month,Yes,68,125.0,463.0
5285,80,Male,No,One year,Yes,66,127.5,461.0
5286,35,Male,No,One year,Yes,66,149.9,486.0
5287,53,Female,No,One year,No,52,169.9,375.0
5288,27,Male,No,Month-to-Month,Yes,66,170.0,480.0
5289,18,Male,No,Month-to-Month,Yes,62,152.5,512.0
5290,85,Male,No,Month-to-Month,No,49,147.5,344.0
5291,39,Female,No,One year,Yes,51,217.5,393.0
5292,36,Female,No,Two Year,Yes,65,150.0,474.0
5293,53,Male,No,One year,No,50,172.5,389.0
5294,89,Female,No,Two Year,Yes,67,172.5,472.0
5295,78,Female,No,Two Year,No,59,242.6,446.0
5296,35,Female,No,Month-to-Month,Yes,48,159.9,391.0
5297,69,Male,No,Two Year,Yes,61,149.9,483.0
5298,57,Male,No,Month-to-Month,Yes,64,125.0,440.0
5299,44,Female,No,Two Year,Yes,44,102.5,316.0
5300,19,Male,No,Month-to-Month,No,69,112.5,499.0
5301,19,Male,No,Two Year,Yes,45,172.5,353.0
5302,21,Male,No,Month-to-Month,No,57,92.5,417.0
5303,31,Male,No,One year,Yes,69,195.0,523.0
5304,82,Male,No,Month-to-Month,Yes,70,160.0,504.0
5305,40,Male,Yes,Month-to-Month,No,47,240.1,379.0
5306,67,Male,No,Month-to-Month,No,50,170.0,372.0
5307,27,Female,No,Month-to-Month,No,56,162.5,454.0
5308,70,Female,No,Month-to-Month,Yes,55,150.0,389.0
5309,41,Male,No,Month-to-Month,No,67,137.5,507.0
5310,33,Male,No,Two Year,Yes,64,210.1,526.0
5311,32,Female,No,Month-to-Month,Yes,71,242.7,551.0
5312,66,Male,No,Two Year,Yes,53,142.5,419.0
5313,52,Male,No,Month-to-Month,No,55,145.0,442.0
5314,67,Female,No,Two Year,Yes,60,235.1,491.0
5315,46,Female,No,Month-to-Month,Yes,58,235.2,450.0
5316,38,Female,No,Two Year,Yes,71,187.6,541.0
5317,58,Female,No,Month-to-Month,Yes,62,204.9,456.0
5318,68,Female,No,Month-to-Month,Yes,58,160.0,410.0
5319,79,Female,No,Month-to-Month,No,51,195.0,371.0
5320,71,Female,No,Two Year,Yes,60,132.5,470.0
5321,37,Male,No,Month-to-Month,No,68,195.0,528.0
5322,62,Female,No,Two Year,Yes,45,277.6,360.0
5323,66,Male,No,Two Year,Yes,67,150.0,486.0
5324,41,Male,No,Month-to-Month,No,47,162.5,381.0
5325,32,Male,No,One year,Yes,67,145.0,484.0
5326,74,Female,No,Month-to-Month,Yes,55,169.9,395.0
5327,53,Female,No,Month-to-Month,Yes,53,159.9,420.0
5328,58,Female,No,Month-to-Month,No,54,147.5,391.0
5329,40,Female,No,One year,Yes,48,152.5,402.0
5330,74,Female,No,Two Year,Yes,63,115.0,476.0
5331,56,Male,No,Month-to-Month,No,64,140.0,502.0
5332,56,Female,No,Month-to-Month,Yes,54,127.5,418.0
5333,88,Female,No,Month-to-Month,No,67,150.0,478.0
5334,75,Female,No,Two Year,Yes,52,182.5,383.0
5335,40,Male,No,Month-to-Month,No,57,169.9,421.0
5336,37,Female,No,Two Year,Yes,59,149.9,466.0
5337,71,Female,No,Month-to-Month,No,67,205.0,480.0
5338,25,Female,No,Two Year,Yes,54,185.0,453.0
5339,47,Female,No,Month-to-Month,Yes,39,127.5,318.0
5340,28,Male,No,Month-to-Month,No,67,222.6,552.0
5341,22,Male,No,One year,No,67,150.0,521.0
5342,57,Female,No,Month-to-Month,No,52,172.5,390.0
5343,30,Male,No,Month-to-Month,No,59,207.6,456.0
5344,41,Female,No,Month-to-Month,Yes,65,107.5,493.0
5345,70,Female,No,Month-to-Month,No,69,182.4,532.0
5346,70,Male,No,Month-to-Month,Yes,68,142.5,534.0
5347,79,Female,No,One year,No,60,147.5,454.0
5348,45,Female,No,Month-to-Month,Yes,49,142.5,403.0
5349,84,Female,No,Month-to-Month,Yes,53,140.0,414.0
5350,64,Female,No,Two Year,Yes,61,170.0,443.0
5351,72,Female,No,One year,Yes,60,152.5,440.0
5352,76,Female,No,One year,No,51,255.2,408.0
5353,38,Female,No,Month-to-Month,Yes,57,222.6,438.0
5354,57,Female,No,Month-to-Month,No,55,120.0,399.0
5355,52,Female,No,One year,Yes,54,175.0,434.0
5356,66,Female,No,Month-to-Month,No,53,92.5,396.0
5357,50,Female,No,Month-to-Month,Yes,69,140.0,517.0
5358,58,Male,No,Two Year,No,61,152.5,499.0
5359,85,Male,No,One year,No,65,172.4,508.0
5360,80,Female,No,Two Year,Yes,40,135.0,271.0
5361,40,Male,No,Month-to-Month,Yes,54,150.0,398.0
5362,50,Male,No,Month-to-Month,No,51,142.5,409.0
5363,32,Female,Yes,Month-to-Month,No,49,222.7,396.0
5364,68,Female,No,One year,Yes,69,217.5,524.0
5365,33,Male,No,Two Year,Yes,46,115.0,377.0
5366,30,Male,No,Two Year,Yes,62,222.6,521.0
5367,81,Female,No,Two Year,Yes,53,172.5,417.0
5368,57,Male,No,Month-to-Month,No,44,165.0,372.0
5369,47,Female,No,Month-to-Month,No,51,117.5,394.0
5370,85,Male,No,One year,Yes,54,160.0,382.0
5371,70,Male,No,Month-to-Month,Yes,48,152.5,349.0
5372,41,Female,No,Month-to-Month,No,70,127.5,503.0
5373,65,Female,No,Month-to-Month,No,63,192.5,444.0
5374,19,Male,No,Month-to-Month,No,63,172.5,480.0
