,CaseOrder,Customer_id,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Multiple,OnlineSecurity,TechSupport,StreamingTV,Tenure,MonthlyCharge,Bandwidth_GB_Year
4401,4402,U357458,1153,0,78,28326.47,10.94525,12,2,0,0,0,0,0,0,4.908846,134.9509,482.2768453
4402,4403,C884701,94,0,33,42506.46,7.041544,12,0,0,0,1,0,0,0,2.637164,179.9476,581.3197743
4403,4404,U888719,35142,1,48,8874.14,7.749421,14,1,0,0,1,0,0,0,8.547698,179.9794,1066.677081
4404,4405,V442014,0,0,70,17844.64,9.519197,8,1,0,0,1,1,0,1,7.465071,222.6326,1559.606858
4405,4406,G106600,176,3,87,34923.5,9.022046,13,0,0,0,1,1,0,1,2.681114,207.4811,755.4687511
4407,4408,P834547,81,3,37,29101.96,5.924693,13,0,0,1,0,0,1,0,6.979961,159.9512,866.4850145
4408,4409,L859969,370,3,18,57578.24,10.34662,11,0,0,0,1,0,0,0,5.436971,179.9476,869.9774936
4409,4410,R191104,443,1,70,55903.55,10.67552,9,3,0,0,0,1,1,0,8.671709,152.4884,1086.818163
4410,4411,W843152,73671,2,51,18970.04,6.212122,14,0,1,0,1,0,0,1,13.84934,169.9447,1456.422162
4411,4412,C400987,86,1,29,37947.15,11.59418,14,2,0,0,1,0,1,0,4.055418,149.9928,1002.424825
4412,4413,B402928,8800,0,29,88219.46,3.468567,14,0,0,0,0,1,0,0,13.00557,94.97283,1618.779462
4413,4414,Q150878,736,1,29,39719.11,12.20313,11,0,0,0,1,0,1,0,6.92143,157.4698,820.9054953
4414,4415,O674680,478,3,89,20456.18,14.07349,8,2,0,0,0,0,0,0,8.324816,92.5018,809.618878
4415,4416,H940380,780,3,76,42529.4,10.78526,13,2,2,0,0,1,0,0,3.985217,149.9915,583.5711218
4416,4417,F533118,622,6,19,77498.99,7.725473,9,0,1,0,1,1,1,1,16.27572,187.5139,2141.951697
4417,4418,J720136,14802,2,26,14345.87,7.484153,11,0,1,0,0,0,0,1,21.52164,159.9349,2150.01852
4418,4419,I169796,18,6,21,36562.75,10.57671,8,1,1,0,0,0,1,0,7.332162,139.9979,1207.587701
4419,4420,Q904920,25339,1,77,1143.18,7.338118,14,0,0,0,0,1,1,0,3.318059,152.4884,625.201163
4420,4421,E590504,2387,1,29,41079.27,10.47477,16,0,1,0,0,0,0,1,3.059231,117.4392,955.1927172
4421,4422,T912921,10119,1,33,8995.08,4.916377,10,1,0,1,1,1,0,1,15.1242,255.1555,2057.979176
4422,4423,F729151,940,1,21,40941.58,9.705754,11,1,1,0,0,1,0,1,9.49754,177.6508,1432.135681
4423,4424,O865208,191,0,73,87527.27,11.90177,11,2,0,0,1,0,1,0,15.22417,172.5034,1570.995815
4424,4425,M469760,244,1,75,5678.51,10.69562,13,0,1,1,0,0,0,1,1.970645,139.9349,856.222981
4425,4426,V368301,15184,1,77,15876.36,8.39883,6,0,0,0,0,1,0,1,1.78963,119.9568,816.0468833
4426,4427,U630888,20,7,73,35665.19,7.990121,11,1,0,0,1,0,0,0,7.007574,179.9476,941.4829653
4428,4429,G503565,3612,2,35,9121.25,15.4471,16,4,0,0,0,1,1,1,12.44495,235.1591,1747.993101
4429,4430,A549038,16974,2,24,22041.68,5.919886,11,2,0,0,0,1,1,1,5.147213,154.9618,1394.025763
4430,4431,X368087,38016,1,18,11574.18,9.20065,12,1,0,0,0,0,1,1,2.382538,187.6422,788.1036301
4431,4432,U497990,2596,4,26,35553.18,15.36682,15,0,0,0,0,1,1,0,8.454096,107.482,1383.139451
4432,4433,P455877,30478,3,21,46506.9,17.50097,12,0,0,0,0,1,0,0,2.176948,130.0064,681.4206312
4433,4434,M255491,516,0,85,28522.56,11.02093,14,0,0,0,1,0,0,1,12.36516,169.9447,1208.822377
4434,4435,N480736,82,2,32,8641.78,7.491292,11,1,0,0,1,0,1,1,4.023413,184.9496,1225.408596
4435,4436,Y155823,3519,3,63,38737.86,6.693519,15,0,0,0,0,0,1,1,1.709971,172.4441,479.5519429
4436,4437,N16660,142,3,40,38294.57,8.095364,8,0,0,1,1,1,0,1,8.209844,164.9853,1635.02715
4437,4438,K339158,10314,5,31,10046.87,9.489342,7,1,1,0,1,1,1,0,3.713732,194.9744,827.2524803
4438,4439,L170558,830,3,66,23693.41,8.186941,19,1,1,0,1,0,0,0,10.42522,172.4705,1619.969692
4439,4440,L167261,197,1,72,61617.28,8.865023,8,1,0,0,1,1,1,0,4.849803,182.4833,679.3728327
4440,4441,N42375,17486,0,42,26577.44,11.78952,13,1,2,0,1,0,0,1,14.47965,192.4404,1617.050793
4441,4442,D426377,2144,7,64,57546.52,12.58628,7,0,1,0,1,0,0,1,1.081032,230.1344,924.0234298
4442,4443,P42965,1604,1,27,62893.96,9.291642,12,1,0,0,1,1,0,0,21.36386,115.0021,1999.438675
4443,4444,H619362,81,2,74,25376.01,9.078331,17,0,0,0,1,0,0,1,12.45303,137.4684,1313.657019
4444,4445,E450808,17356,4,45,19623.2,8.688645,9,4,0,0,1,0,0,0,9.05217,167.4564,1042.770459
4445,4446,O221751,13991,1,57,23188.83,10.05346,16,1,0,1,0,0,0,0,1.210715,159.965,347.446058
4446,4447,C875335,5402,3,38,15377.23,7.024459,15,1,0,0,1,1,0,0,2.509742,162.4653,1135.537453
4447,4448,L381786,689,3,46,56868.44,9.149023,8,0,0,0,0,1,0,1,1.193519,222.65,863.525358
4448,4449,E381260,7519,4,42,23813.32,8.927502,10,0,0,0,0,0,0,1,6.736871,222.6281,1746.862212
4449,4450,T814609,31178,3,62,32383.92,13.74408,6,2,0,1,0,1,1,0,3.033312,162.4689,618.6284163
4450,4451,D190616,650,2,47,5570.57,8.931718,9,2,0,0,0,0,1,0,5.891019,152.4742,1294.614623
4451,4452,H557046,17107,3,38,47890.17,12.17482,16,1,1,0,1,0,0,0,5.452285,147.4564,1153.463764
4452,4453,F489040,69589,3,45,58187.04,12.12404,12,0,0,0,0,0,0,0,8.342325,114.9509,1377.652033
4454,4455,D186284,599,1,48,12122.59,6.665106,15,3,1,0,1,1,1,0,6.203352,175.0211,1019.803014
4455,4456,B991216,1585,1,75,25130.75,7.739914,12,0,0,1,0,1,1,0,8.867984,197.4876,1089.367201
4456,4457,K431455,1083,0,18,25947.16,10.71589,14,1,0,1,0,0,0,1,9.131577,117.4392,1458.027932
4457,4458,E55745,1641,1,36,71686.32,8.313798,13,3,0,0,0,0,1,0,23.78115,124.9643,2025.167432
4458,4459,S715877,1704,4,40,14912.08,5.486343,14,0,0,0,0,1,0,1,3.575214,225.1457,1616.617211
4459,4460,J916027,226,1,55,45856.05,10.51064,13,1,1,0,1,0,0,0,16.77025,147.4564,2045.813243
4460,4461,T867131,589,3,18,8894.87,10.09739,14,1,0,0,1,0,0,0,2.546083,124.9607,886.9184762
4461,4462,L974545,18043,0,61,84292.41,9.437862,10,3,0,0,1,1,0,1,2.477662,232.652,860.9528478
4462,4463,K788015,4455,7,62,37029.52,13.04395,8,1,1,0,0,1,1,1,1.871066,215.1591,1360.486206
4463,4464,J54482,48099,2,82,28823.65,15.08815,15,0,0,0,0,1,0,1,6.403708,225.1457,1649.105838
4464,4465,Z979359,447,2,39,98176.66,6.115071,16,0,0,0,0,1,1,0,10.4983,154.9919,1691.271964
4465,4466,Q615981,16371,3,31,33568.24,5.229478,13,1,0,0,1,1,0,0,15.85774,149.989,1756.414097
4466,4467,D860746,42650,7,54,41931.72,6.77211,11,1,2,0,1,0,1,0,9.894265,214.9525,1338.619611
4467,4468,A493340,21462,1,21,20057.8,7.383215,14,1,2,0,1,1,0,1,2.426747,222.6326,1385.269228
4469,4470,F820783,1992,7,42,33338.52,12.58951,10,1,0,0,0,0,0,1,4.419844,149.9621,927.4696678
4470,4471,X769374,687,4,33,1405.18,6.808472,16,3,1,0,0,0,1,0,8.26392,152.4742,1514.229261
4471,4472,H429618,2123,1,62,67129.6,12.25073,8,1,0,1,0,1,0,0,8.157412,149.9915,909.7634001
4473,4474,Q527870,135,2,36,22082.05,9.874838,15,0,0,0,0,1,1,1,6.681836,142.4855,1019.877653
4474,4475,Y706218,13719,4,38,32253.23,9.303316,9,1,0,1,1,1,0,0,2.589118,197.484,1351.962079
4475,4476,T228469,20676,0,82,100785.5,8.334039,11,0,0,0,1,0,0,0,8.902965,159.9476,1347.567075
4476,4477,U913257,30035,2,22,21395.1,12.17483,9,1,0,0,0,0,0,0,5.892496,124.9781,716.9177978
4477,4478,B639946,2474,2,46,22922.41,12.30949,9,1,1,0,0,1,0,1,2.577535,139.9568,552.480335
4478,4479,Z205002,33014,4,37,7588.08,6.421434,12,1,0,0,1,0,1,1,2.820837,182.4538,664.5638593
4479,4480,J892510,15,0,22,57737.27,3.267635,11,1,0,0,1,0,0,1,2.005733,275.1336,960.0935745
4480,4481,B468086,296,0,51,35194.3,13.15165,16,2,0,0,0,0,0,1,11.30633,149.9621,1199.678982
4481,4482,L855218,4075,0,73,12409.38,11.16634,15,1,0,0,0,0,1,1,5.364815,152.4907,786.0813559
4482,4483,L526170,25903,0,84,14146.51,5.627745,15,0,1,1,0,0,0,0,11.17891,92.45514,1213.57856
4483,4484,E631245,729,1,88,14821.76,11.14208,13,3,0,0,0,1,0,1,7.326372,152.4798,858.2482994
4484,4485,X241764,6032,4,64,57588.9,7.427685,13,1,1,1,1,1,1,0,1.204999,197.5169,744.1347048
4485,4486,U231980,29608,0,72,39382.66,11.89241,19,2,0,0,1,0,0,1,10.96384,240.1149,1398.087425
4486,4487,B346107,13981,0,28,93909.59,9.472208,8,0,0,0,1,0,0,0,12.75395,202.4433,1438.364422
4487,4488,B239370,20163,4,25,14738.27,10.02031,9,4,0,1,1,0,0,1,1.1518,182.4676,695.0268746
4488,4489,E145894,14328,1,58,83027.06,8.288306,8,2,0,0,1,1,1,0,11.94283,194.9744,1289.865177
4489,4490,X942031,199,0,74,25700.68,12.4173,15,1,0,0,1,1,1,1,2.147261,270.1604,1341.275592
4490,4491,O91882,0,0,87,18148.08,11.04506,13,2,1,0,1,1,0,1,21.72982,235.1555,2757.839041
4491,4492,H879719,4870,0,32,8457.83,7.457158,11,2,0,1,0,0,1,0,7.042459,139.983,1228.595252
4492,4493,P370643,2713,3,27,29924.06,6.583497,16,0,1,0,0,1,0,1,3.592376,119.9568,1189.261161
4493,4494,J777553,94,4,61,48521.27,9.273629,9,0,1,0,0,1,0,1,15.73713,177.6508,1904.60275
4495,4496,Y773120,15420,1,60,45091.73,11.1808,12,1,0,0,1,0,0,0,12.94793,144.9607,1126.457158
4496,4497,B105213,827,1,81,55861.93,9.014014,11,1,1,0,0,0,1,1,2.284487,212.6415,1119.209524
4497,4498,X984575,3211,0,83,13133.15,12.2074,10,2,0,1,1,1,1,0,12.2964,139.9875,1459.899487
4498,4499,N851276,788,3,63,16966.71,10.5572,14,3,0,1,0,0,0,1,1.655301,117.4392,837.3072679
4499,4500,Q864563,2464,1,50,54507.76,8.471092,16,0,1,0,1,1,1,0,19.69566,172.5104,1876.809732
4500,4501,C912709,58,3,45,30502.48,8.034529,9,0,1,1,1,0,0,1,7.521969,192.4404,1129.471568
4501,4502,I12585,1753,1,30,17739.09,12.15506,18,1,1,0,1,0,0,0,5.123883,194.9663,1418.327071
4502,4503,Y780102,1089,0,87,348.67,10.36876,17,1,0,0,0,1,1,1,14.86376,202.6362,2089.529125
4503,4504,A553226,9282,1,70,70656.34,10.97367,15,1,0,0,1,1,0,0,5.141927,182.497,708.4028154
4504,4505,F116528,570,0,28,30661.99,8.985931,11,0,1,0,0,0,1,1,1.554749,172.4441,489.2316753
4505,4506,V211089,11268,2,45,75255.33,12.69621,15,0,0,0,0,0,0,0,10.50995,114.9658,1176.673652
4507,4508,R40372,314,4,37,9447.9,10.66131,12,2,1,0,0,0,1,1,5.113589,129.9483,1241.024324
4508,4509,E772271,37360,0,50,25990.9,15.40713,15,1,0,0,0,0,0,0,10.88666,147.4421,1129.578351
4509,4510,O841847,1823,1,34,22492.61,9.284367,12,1,0,0,0,0,0,1,4.343093,139.9349,1137.986536
4510,4511,K755701,442,7,58,23346.19,9.896438,15,0,0,0,0,0,0,1,7.470963,117.4392,1453.3619
4511,4512,V660511,10895,3,42,84035.13,12.94275,11,0,0,0,0,0,1,1,13.36689,117.472,1456.609727
4512,4513,G292619,7934,2,63,27432.43,10.42239,12,1,0,0,0,0,1,0,2.596868,127.5067,410.7703918
4513,4514,W903243,3231,1,78,30351.92,4.990463,9,1,1,0,0,1,1,0,7.685406,107.482,1057.31153
4514,4515,V385446,47757,7,89,22290.4,8.76195,11,0,1,0,1,1,1,1,5.379951,257.6375,1640.268544
4515,4516,B388820,57886,3,18,21768.05,14.60563,10,0,0,0,0,1,0,1,8.387889,174.9755,1377.344633
4516,4517,D741050,15836,0,89,17072.33,11.32238,13,1,0,0,0,1,1,0,8.561641,184.9647,984.7206752
4518,4519,T628897,1012,2,53,15625.86,10.74617,5,2,1,0,0,1,0,0,4.457562,94.97283,983.5423493
4519,4520,N333825,60033,1,44,34790.72,8.719917,10,1,0,0,0,0,0,1,22.28926,104.9629,2068.186228
4521,4522,T157033,1926,1,85,38644.0,12.26333,13,1,0,0,1,0,0,0,29.30064,147.4713,2626.362759
4522,4523,R673895,756,2,62,72453.23,8.236332,12,0,0,0,1,0,0,0,10.32752,214.9663,1274.789671
4523,4524,Q644143,9417,1,28,23660.82,10.79999,15,2,0,0,1,0,1,0,7.668017,214.9525,1139.028165
4524,4525,F35398,548,3,55,12526.34,12.17705,10,1,0,0,0,0,1,1,7.461144,129.9483,1296.523969
4525,4526,S60656,231,2,55,79125.31,8.854371,6,1,0,0,1,0,0,0,10.07469,147.4564,1527.978319
4526,4527,X217671,422,0,59,15840.4,7.194451,13,1,0,0,0,1,0,1,1.692565,154.9755,1015.460451
4527,4528,P795203,8851,0,28,13366.53,4.705946,10,0,0,0,1,0,0,1,15.54856,204.9634,1835.681416
4528,4529,P717753,27606,2,38,48364.58,6.220807,15,1,0,0,0,0,0,0,4.18206,127.4421,1094.624835
4529,4530,V513511,13202,1,79,94353.42,16.97213,10,2,1,0,0,1,1,0,5.260996,129.9778,945.5437173
4530,4531,Q978096,518,1,34,66249.33,5.548308,7,2,0,0,1,0,0,1,4.480346,149.9447,1127.193482
4532,4533,A103291,2333,2,71,93402.26,12.41991,10,0,0,1,1,0,1,1,10.65198,232.624,1855.20004
4533,4534,R101514,3027,0,89,33004.01,3.719308,11,4,0,0,1,0,1,1,7.957264,242.6435,1194.31166
4534,4535,P73950,60,1,74,10992.6,7.997377,16,1,1,0,0,0,0,0,15.4522,112.4551,1213.799389
4535,4536,C512310,1085,4,39,43769.45,10.21531,14,0,0,0,1,0,0,1,18.07558,172.4871,2082.760575
4536,4537,Z812779,37042,1,84,42889.58,11.2842,14,2,0,0,1,0,0,0,21.55836,144.9607,1835.575859
4537,4538,I123852,4242,0,57,12204.42,7.210462,13,0,0,0,1,0,1,0,14.0669,192.4567,1443.483853
4538,4539,T03134,388,0,64,41895.1,10.9305,17,2,0,1,1,0,0,0,14.54834,159.9942,1458.518135
4539,4540,H646152,239,4,43,14233.75,8.080637,5,4,1,0,0,0,0,0,8.592449,137.4616,1099.38854
4540,4541,V157744,540,1,76,22935.18,11.97204,13,2,0,0,0,0,0,0,19.84947,92.45514,2063.325487
4541,4542,I396295,80,2,53,21579.33,9.419642,17,0,1,0,0,1,1,1,4.83427,257.6549,1159.364961
4542,4543,H478829,4246,0,75,26811.22,10.9973,12,1,0,0,0,1,0,1,3.11391,225.1457,1340.927976
4544,4545,W279417,521,2,78,3598.04,12.82092,6,1,0,1,1,0,1,1,10.35346,184.9496,1640.315966
4545,4546,N886555,2050,4,22,69497.03,10.46818,12,0,0,0,0,1,1,0,6.506483,149.9778,917.1665939
4546,4547,F534259,1741,3,32,41207.42,9.044706,13,1,0,0,1,0,1,1,17.95045,162.4538,2303.354723
4547,4548,O919928,29213,0,78,14825.22,6.946114,11,1,1,0,0,0,1,0,6.214398,174.9699,1251.894626
4549,4550,G331576,20935,1,79,69833.88,8.989878,6,2,0,0,0,0,1,0,5.628186,182.447,650.4414677
4550,4551,C486385,274,1,68,60288.26,14.288,11,3,0,0,1,0,0,1,10.5771,149.9447,1515.274871
4551,4552,R125693,0,4,58,55582.0,7.601803,12,3,0,0,1,1,1,0,11.42464,197.5169,1518.895794
4552,4553,V286928,29268,4,48,12224.95,9.780193,7,4,0,1,1,0,0,0,3.367303,157.4836,558.284596
4553,4554,L658876,365,4,70,6980.4,9.55673,12,2,1,0,0,0,0,0,3.071976,102.4746,398.8495205
4554,4555,W188751,7878,3,67,27127.55,5.391776,9,0,0,0,0,0,1,1,3.246478,117.472,545.3992275
4555,4556,I721653,17493,1,24,15544.73,8.073426,8,1,0,0,0,0,0,1,5.798779,187.656,1129.173931
4556,4557,G972214,4101,4,44,64963.05,8.54284,12,1,0,0,0,0,1,0,13.23966,127.4601,1735.029687
4557,4558,L653188,14464,1,51,48170.55,8.357842,5,1,1,0,0,1,0,0,18.44435,129.9598,2182.755951
4558,4559,U31820,240,0,54,23918.86,12.09121,7,1,0,0,0,1,1,1,2.941261,152.466,498.8080579
4559,4560,E488783,162,1,24,33281.77,3.919237,13,2,1,0,0,0,0,0,21.07565,162.4608,2673.10157
4560,4561,U36625,474,2,39,71032.95,13.85985,13,0,0,0,1,0,0,0,12.09048,112.4844,1155.835028
4561,4562,F186086,1372,1,75,71503.36,10.95217,7,2,0,0,0,1,1,1,11.76248,237.6549,2037.626802
4563,4564,F240803,8684,0,36,21092.07,5.676999,13,2,0,0,0,0,1,1,6.999666,232.6415,1161.766944
4564,4565,F801493,275,5,47,68629.48,8.266471,12,0,0,0,1,0,0,0,3.896108,179.9794,729.6672295
4565,4566,L491403,26565,3,71,59242.86,7.998222,8,2,0,0,1,1,0,1,6.564797,257.6513,1801.105672
4566,4567,L863306,6412,0,51,48114.78,10.03556,8,4,0,0,1,0,0,0,13.72738,159.9476,1844.506934
4567,4568,I682933,240,2,85,7543.45,15.41425,12,2,1,0,1,0,1,1,2.804449,172.4733,538.267259
4568,4569,M733994,2800,2,79,8328.28,13.71415,16,1,1,0,1,0,0,1,14.41688,169.9447,1458.177149
4569,4570,F856239,501,0,69,48219.15,7.933312,17,0,0,0,1,0,1,0,6.186874,194.9525,1183.666028
4570,4571,S76930,83,3,32,10607.43,16.32484,15,1,0,0,1,0,1,1,8.380626,232.624,1827.741525
4571,4572,D868252,48438,0,32,20998.16,9.566358,10,0,1,0,0,0,0,1,11.88328,117.4858,1309.247153
4572,4573,Q943269,14942,3,65,66156.08,12.95024,15,2,1,0,1,0,1,1,4.899337,162.4538,1125.779521
4573,4574,J378975,2180,6,20,23334.38,15.41725,15,1,0,1,1,0,0,1,8.574964,169.9447,1296.081512
4574,4575,T99095,263,0,70,69183.29,13.7572,9,2,1,0,1,0,1,1,31.79027,255.1198,3575.871459
4575,4576,J767852,4745,1,44,31012.18,13.08416,14,1,0,1,0,0,0,0,7.84461,137.4616,1024.765594
4576,4577,J568210,2678,1,19,37461.63,9.424779,8,0,0,0,1,0,0,1,14.31807,262.6106,1924.414895
4577,4578,L776387,1786,0,21,42139.77,9.838314,13,0,0,0,0,0,1,1,21.43457,172.4441,2141.091982
4578,4579,G898600,365,1,74,16197.52,10.53808,11,0,0,0,0,1,1,0,4.439464,197.4876,729.7825005
4579,4580,U791625,28016,0,66,19161.27,6.776805,9,0,1,1,1,0,0,1,3.147832,159.9642,562.8048829
4580,4581,N894789,2388,1,31,62028.51,7.150882,10,0,1,0,1,0,1,1,10.83268,149.9776,1248.354542
4581,4582,A505760,3744,2,18,23055.92,7.604163,13,1,0,0,0,1,0,1,7.812114,177.6508,1381.709993
4583,4584,N573611,29522,3,35,52984.07,7.37357,16,0,1,0,0,0,0,1,8.850759,127.4586,1152.131327
4584,4585,W679242,2016,3,78,41637.08,9.542495,12,3,2,0,1,1,0,1,5.933094,172.4624,786.1863432
4585,4586,R685222,24613,1,61,81068.69,9.040251,9,4,0,0,0,1,0,1,23.08203,139.9568,2199.664389
4587,4588,L945088,3521,6,74,51251.01,9.909877,10,1,1,0,0,0,0,0,3.080084,79.97886,436.2644992
4588,4589,R72816,171,0,19,11943.45,8.642754,8,2,1,0,0,0,1,1,14.41788,232.6415,1872.389857
4589,4590,A672620,324,1,53,38916.4,11.03946,15,1,1,0,0,0,1,1,6.2061,184.967,904.3179865
4590,4591,K578181,30996,2,69,42780.53,10.17393,15,1,1,1,1,1,1,0,17.38432,174.9744,2140.11456
4591,4592,L98574,15133,2,38,48911.65,10.27072,11,1,1,0,0,1,0,1,4.490588,202.65,1542.618812
4592,4593,X708848,2946,4,74,79890.24,7.279879,10,1,2,0,0,0,0,1,2.893617,200.1323,1280.101622
4593,4594,J900539,319,1,66,24929.75,9.282026,13,2,0,1,1,0,0,0,7.634806,144.9607,753.7251984
4594,4595,J393735,1883,4,87,58884.99,8.164724,9,2,1,0,0,0,1,0,3.794574,104.9643,726.148196
4595,4596,E670171,13128,1,55,48618.33,7.121114,15,0,0,0,0,0,0,0,6.905799,182.4608,914.6362933
4596,4597,Y654962,5586,0,25,23367.98,13.79996,11,3,0,0,0,0,0,0,21.26763,114.9509,2327.656652
4597,4598,G957553,1194,3,20,27558.14,9.700117,10,1,1,0,1,0,0,0,2.507107,144.9607,463.6732561
4598,4599,M545671,3219,3,82,46381.14,7.601603,9,0,0,0,0,1,0,1,7.721518,174.9755,1065.856964
4599,4600,R982501,1025,3,89,54862.38,6.890953,11,0,0,0,0,0,0,1,2.886437,159.9349,486.381294
4600,4601,Y306545,7285,2,39,14638.15,15.31615,15,0,1,0,1,0,0,0,10.35845,169.9671,1349.872551
4601,4602,Q467770,11762,2,48,84113.15,9.224349,14,0,0,0,0,0,1,1,8.093081,129.9483,1340.469295
4602,4603,R437917,1826,6,24,22467.91,11.76153,14,1,0,1,0,0,0,0,12.1891,79.97886,1346.569879
4603,4604,J39435,624,1,40,69433.42,4.386127,17,1,2,1,1,1,0,0,11.3031,160.0013,1217.604663
4604,4605,Z192393,55857,0,21,82130.46,8.158876,11,0,0,0,0,0,0,0,7.445235,149.9378,1450.159924
4605,4606,F119249,176,1,59,59532.16,12.73982,8,1,1,0,1,0,0,1,1.877939,182.4676,503.6435762
4606,4607,J11072,156,0,58,23080.06,8.421514,10,0,0,0,0,1,1,1,2.347884,187.4847,616.2094946
4607,4608,I854551,9499,4,33,52137.85,10.12355,9,0,1,0,0,0,0,0,24.69325,92.45514,2693.549899
4608,4609,W570909,7602,0,35,56315.69,9.020485,15,1,0,0,0,0,0,1,4.768185,139.9349,1138.754327
4609,4610,A105398,1827,3,24,15091.63,6.649137,13,1,0,0,0,1,1,1,8.824037,144.9889,1670.183322
4611,4612,K784562,30076,1,40,41819.9,14.61938,4,1,0,1,1,0,0,0,16.58054,159.9942,1734.504367
4613,4614,O317698,870,3,73,8510.91,6.262471,11,0,0,0,1,0,0,0,11.72692,159.9942,1372.468821
4614,4615,Z665264,3274,3,21,54864.24,5.236974,15,0,0,0,1,0,0,0,2.987316,214.9663,838.558113
4615,4616,H343519,25328,3,75,51379.67,6.454722,10,0,0,0,1,0,0,1,12.04581,240.1149,1569.259659
4617,4618,E172718,128,1,59,42452.02,14.39916,15,0,0,0,0,0,1,1,1.76975,172.4441,483.0491679
4618,4619,G246830,657,2,52,99168.2,12.64257,15,0,0,1,1,1,1,0,9.613541,150.007,1083.774656
4619,4620,G451064,4277,1,20,15200.71,9.12824,11,1,0,0,0,0,0,0,12.22703,127.4421,1782.043347
4620,4621,D993926,439,1,86,23583.59,16.83197,11,3,0,0,1,1,0,0,9.517342,194.9882,1162.432794
4621,4622,M772976,10218,1,27,43148.68,10.52558,9,0,0,1,0,0,1,0,2.611838,124.9643,320.1072613
4622,4623,A727077,22115,1,67,7500.54,9.19204,10,1,1,0,1,0,0,0,3.27379,137.4836,891.754556
4623,4624,K361736,4644,0,37,3717.97,10.12336,11,1,1,0,0,0,1,1,13.55138,222.6143,2117.66
4624,4625,A393945,1841,4,41,19089.26,6.574956,9,0,0,0,0,0,0,0,10.14235,79.97886,979.2710238
4625,4626,I589605,59,4,29,54929.43,10.96282,14,0,0,0,1,0,0,0,17.74303,192.4705,1958.174563
4627,4628,J703724,2816,0,57,1055.12,10.39479,12,0,1,0,0,0,0,0,2.241794,124.9781,323.751566
4630,4631,I862435,3278,3,77,36545.88,5.93514,12,3,0,0,0,1,0,0,6.974284,117.4686,1235.844622
4631,4632,X977955,6470,0,85,61034.25,5.436159,13,2,0,0,0,0,0,0,19.6447,124.9781,1657.906578
4632,4633,T610774,624,0,40,50321.62,8.865855,14,2,0,1,0,1,0,0,12.67469,130.0064,1469.220521
4633,4634,N513478,1780,4,54,27152.87,10.64116,12,1,0,1,0,0,0,1,5.924783,159.9349,880.8737878
4634,4635,K843254,34,1,77,32854.92,6.482152,11,1,0,0,0,0,0,1,12.65954,187.6094,1892.964163
4635,4636,A477627,2029,0,34,20545.0,8.222102,14,1,0,0,0,0,0,1,4.254025,220.1323,939.0291358
4636,4637,S782248,57775,2,21,33029.84,12.60968,15,2,1,0,1,0,1,0,12.4341,207.4754,1999.64045
4637,4638,Y842024,7194,1,32,34552.94,11.25462,12,2,0,0,1,1,1,1,10.97775,165.0182,1417.312047
4638,4639,D553060,3067,1,80,6960.12,10.52956,15,1,0,0,0,1,0,0,13.16047,104.9923,1175.542116
4639,4640,Q909096,15,1,49,30638.08,9.208445,14,0,0,0,1,1,0,1,3.171487,194.9581,773.5217752
4640,4641,B499886,265,1,33,18308.7,9.649235,11,1,0,0,0,1,0,0,1.817421,117.4835,548.1888179
4641,4642,U246543,182,2,65,44087.97,5.587786,6,0,1,0,0,1,1,1,7.813168,152.466,923.5059358
4642,4643,X466953,0,2,45,77615.02,9.242393,10,1,0,0,1,0,0,1,11.61194,230.1344,1648.220152
4644,4645,W286326,217,1,29,42123.52,11.89732,17,2,1,0,1,0,0,1,7.502506,255.1336,1878.869681
4646,4647,D903851,25503,0,80,12363.22,7.581507,12,2,0,0,1,1,0,1,15.61752,245.1283,2335.858768
4647,4648,F690235,2634,3,76,9225.43,9.492721,13,1,0,0,0,0,0,0,9.74066,147.4421,1042.786672
4648,4649,C676642,3929,2,40,25303.83,12.56211,13,2,0,0,0,0,0,1,7.276075,207.6094,1143.400963
4649,4650,Q270422,12478,0,36,34999.62,6.706765,10,1,2,0,0,1,0,1,7.965702,190.1737,1311.801862
4650,4651,K812806,11634,4,87,50636.27,13.78311,13,0,2,0,1,0,1,1,2.605757,172.4733,624.0528147
4652,4653,Z845059,441,3,29,50156.65,13.2393,9,0,2,0,0,0,0,0,10.13859,79.97886,1069.807995
4653,4654,X258761,5012,4,77,22842.54,9.343359,5,0,0,0,1,0,1,1,5.464636,220.1478,1058.563314
4654,4655,D656330,304,1,62,24528.06,13.1717,5,0,2,0,0,0,0,1,1.712499,242.6281,763.7549084
4656,4657,J92349,21137,0,41,50135.13,8.698426,13,2,1,0,0,0,0,1,8.747794,207.6094,1246.19633
4657,4658,Q696354,34135,0,23,62214.19,12.69049,13,2,0,0,0,0,0,0,7.019257,182.4608,998.0645117
4658,4659,C515202,29809,2,76,7377.09,12.84627,9,3,0,0,1,0,0,0,13.69077,192.4705,1492.762296
4659,4660,P263323,2006,1,69,32032.54,8.081871,12,1,0,0,1,1,1,0,4.208515,139.9875,956.1671721
4660,4661,M154436,19637,0,37,23761.42,11.2072,9,1,0,0,1,0,1,1,18.34508,184.9496,2281.87219
4661,4662,E333890,345,4,47,57660.95,14.20931,18,0,0,0,0,0,0,1,8.873645,117.4392,1512.005651
4662,4663,V607314,26695,2,86,12975.69,12.13152,11,1,0,1,0,0,0,0,5.188006,127.4738,1039.131091
