,Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Multiple,OnlineSecurity,TechSupport,StreamingTV,MonthlyCharge,Bandwidth_GB_Year
4301,2350,0,25,49718.59,0,7.839192,12,2,2,0,0,0,0,0,182.4608,2585.068343
4302,39523,0,55,29622.06,0,11.62614,12,0,2,0,0,1,0,1,174.9755,1469.854845
4303,2336,2,62,37251.6,1,12.9076,12,2,0,0,0,0,0,1,187.6094,1123.372604
4304,32029,4,89,61571.39,0,6.001994,16,0,1,0,0,0,0,0,127.4421,946.0176525
4305,12920,4,77,10744.48,1,13.3429,18,0,1,0,0,0,0,1,187.6094,2595.464531
4306,261,0,77,33654.79,1,7.337524,13,1,0,0,0,1,0,0,152.4555,1357.166073
4307,27345,5,57,38396.0,0,13.0675,10,0,0,0,0,0,0,1,127.4586,2098.351216
4308,17536,3,50,13226.92,1,15.54324,12,2,0,0,1,1,0,1,277.6513,1094.028517
4309,56642,3,35,46770.27,0,10.5871,17,0,1,0,1,0,0,0,134.9801,983.0214047
4310,5835,2,64,54315.92,0,9.805529,12,1,0,0,1,0,1,0,137.4698,1705.410653
4311,8761,1,79,31063.83,1,8.289713,16,0,0,0,1,1,0,1,255.1555,887.9936218
4312,2830,0,87,13470.92,0,3.503782,12,2,0,0,0,1,1,0,149.9778,1281.098493
4314,1770,0,65,94296.35,1,11.46299,15,1,0,0,1,0,0,0,147.4713,443.3624779
4315,3150,0,38,66409.47,1,7.716619,9,0,0,1,0,0,0,0,159.965,514.9287886
4316,978,4,52,82955.59,0,10.64343,9,2,0,0,0,1,0,0,107.4958,2006.056116
4317,308,0,83,41557.24,0,7.930553,9,3,0,0,0,0,0,0,147.4738,978.1726612
4318,764,4,42,15762.73,1,7.343718,11,0,0,1,1,1,1,1,235.1417,2394.464952
4319,695,1,76,54883.0,0,12.81224,10,0,1,0,0,0,0,0,112.4551,770.7911152
4320,13762,1,27,39224.01,1,6.924097,9,1,0,0,1,1,0,1,232.652,891.6297776
4321,27842,0,37,88324.05,0,8.128263,13,1,0,1,0,0,0,0,127.4887,703.0576657
4322,8979,4,81,46472.71,0,9.487624,17,1,0,1,1,1,1,1,199.9902,2072.299479
4324,16182,0,74,47866.24,1,11.2053,16,0,0,0,0,0,0,1,230.1051,1064.970201
4325,670,0,37,47862.33,1,11.63333,14,1,0,0,0,0,0,0,162.4608,1246.154559
4326,35523,2,54,23513.12,0,12.24838,6,1,1,0,0,0,0,0,79.97886,638.1637463
4327,10790,0,24,2781.14,0,13.17201,11,0,1,1,1,1,1,0,207.4974,942.7449518
4328,10489,2,20,10325.85,1,9.491469,9,1,2,0,1,0,0,1,252.6378,1187.095148
4329,1246,0,40,58142.74,0,11.84641,16,2,0,0,0,0,0,0,159.965,660.1932315
4330,24475,2,72,26965.24,1,9.883011,15,3,0,0,0,1,0,0,184.9785,780.9545758
4331,4420,2,79,22380.45,1,10.94774,14,2,1,0,0,1,0,1,210.127,654.0700617
4332,38028,4,85,37525.01,0,4.336065,12,3,0,1,1,0,1,0,160.0122,678.2091311
4333,34624,3,72,12845.65,0,10.63877,13,0,0,0,0,0,0,1,149.9621,1337.6353
4334,611,0,48,54174.87,0,6.931743,11,2,0,0,0,0,0,0,139.965,767.0616095
4336,2074,1,22,96925.17,0,7.284511,19,2,0,0,1,1,1,0,139.9875,2520.720283
4338,30305,1,71,65207.61,1,12.62228,11,2,0,0,0,0,1,1,129.995,564.188439
4339,517,2,78,65564.74,1,6.33742,11,0,1,1,0,0,0,1,230.1051,1599.616413
4341,1204,2,52,42523.79,1,10.2902,11,1,0,0,0,0,0,1,139.9816,1419.040968
4344,4641,1,44,16314.59,0,10.16254,10,0,0,0,0,0,1,0,127.4601,1638.620437
4345,7972,2,74,18620.8,1,10.97789,7,1,0,0,0,0,0,0,139.965,2190.039608
4346,98,1,74,44526.16,0,11.69889,10,1,1,0,0,1,0,0,164.9785,2396.551383
4347,4049,4,48,23184.49,0,11.52769,10,1,0,1,1,0,0,1,159.9642,1452.316701
4348,10434,0,81,38363.26,1,11.95007,14,0,0,0,1,1,1,1,164.9715,866.3476333
4350,14305,1,68,45125.98,1,6.895659,10,0,1,0,0,1,1,1,215.1591,1445.492967
4351,0,7,53,24050.09,1,10.49746,12,1,0,0,1,0,1,1,232.624,1848.363566
4352,2845,3,54,20489.38,0,12.00248,11,0,2,0,0,1,0,0,107.4958,1149.045043
4353,3709,1,41,18014.85,0,12.38772,14,1,0,0,1,0,0,0,157.4836,742.5950937
4355,553,1,27,11737.67,0,12.53943,12,2,0,0,0,1,0,1,222.65,2217.378277
4356,2138,0,47,49662.82,0,12.33405,19,2,1,0,0,1,0,1,129.9763,2977.360531
4357,1988,3,50,21902.4,0,12.75802,18,3,0,0,0,1,1,0,127.482,2097.12893
4358,35157,3,26,20223.8,1,12.50019,13,1,1,0,1,0,1,1,182.4538,2313.442726
4359,5036,2,89,63155.68,1,8.52773,6,0,0,0,1,0,0,0,172.4705,1476.916161
4360,4976,4,40,26048.51,1,11.95077,11,2,0,0,0,0,0,1,230.1051,861.1555834
4361,569,0,83,8568.21,1,8.580878,12,0,0,0,1,1,0,1,184.9853,497.5901263
4362,925,0,71,25590.46,1,13.47619,11,0,0,0,1,1,1,0,194.9744,896.0733804
4363,2238,2,89,4025.77,1,11.33201,9,0,1,1,1,1,1,1,267.6647,2183.450856
4364,124,3,25,48360.48,1,9.823607,14,0,2,0,1,0,1,1,265.147,1478.745798
4365,217,1,40,44309.72,1,10.93373,16,1,0,0,1,1,1,1,187.4673,1531.68836
4366,0,0,36,60010.8,1,5.221072,9,2,0,0,1,1,0,1,164.9853,1837.391501
4367,57,3,70,89882.52,1,7.462184,10,1,0,0,0,0,1,1,242.6143,1597.444059
4368,265,3,81,86374.11,0,10.5045,12,1,0,1,0,0,1,0,194.9699,956.2196954
4369,20759,3,70,34260.52,0,15.8889,11,1,0,0,0,0,0,1,230.1051,1981.140361
4370,39786,4,74,27361.04,1,9.241986,10,0,0,0,1,0,0,0,159.9476,1097.688317
4371,3535,2,79,76126.58,1,9.044187,13,1,0,1,1,1,0,1,255.1555,1874.421389
4372,15059,2,66,31680.85,1,6.006855,8,0,0,0,0,1,1,1,215.1591,2668.981332
4373,615,6,38,31239.87,0,8.18622,10,0,0,0,1,0,0,0,112.4844,1077.237101
4374,15129,4,25,30324.88,1,11.14727,13,3,1,0,0,0,1,1,152.4907,778.5344798
4376,16785,0,42,33471.07,1,11.92715,13,1,0,0,1,1,1,0,197.4702,1390.143881
4377,2181,4,79,40869.93,1,7.401076,11,1,0,0,1,1,1,1,267.6647,1560.396967
4378,14632,2,26,60826.49,0,11.90071,11,1,0,0,0,0,0,0,127.4887,1308.744827
4379,1589,1,83,32783.94,0,10.11537,4,2,2,1,0,0,0,0,149.9845,877.990892
4380,4295,4,86,16711.49,1,13.49933,5,1,0,1,0,0,1,1,200.1185,1015.130356
4381,786,2,55,49993.51,0,8.962113,12,1,1,1,1,1,0,0,147.4783,837.0503656
4382,1837,1,31,29539.51,0,10.16935,13,0,0,0,1,0,0,0,157.4836,1747.20978
4384,10552,1,87,15160.7,1,9.760091,13,1,0,0,1,1,1,1,187.4673,1324.19186
4385,10232,1,84,42037.97,0,13.79652,16,0,0,0,1,0,1,0,124.9935,896.0387666
4386,15142,1,48,34590.21,0,11.65151,13,0,0,0,0,0,0,0,139.965,2229.782748
4387,39376,0,21,1193.66,1,7.364702,11,1,0,0,1,1,0,1,207.4811,2422.231415
4388,13720,4,42,10093.3,0,13.54602,12,3,0,0,0,0,1,0,105.011,2027.833188
4389,529,3,82,38056.65,0,12.30736,10,1,1,0,0,1,1,1,167.4847,2158.69019
4390,5684,2,31,48432.85,1,4.63584,11,3,0,1,1,0,0,0,194.9663,1183.751805
4391,4242,3,19,57992.91,1,9.819494,19,2,0,0,0,1,1,1,235.1591,1325.472004
4392,497,1,30,74373.82,0,9.896211,7,0,1,1,1,0,1,0,192.4885,693.5913883
4393,39,2,25,79402.83,0,10.51982,11,2,1,0,0,1,1,1,235.1591,2458.677481
4394,843,3,26,30421.01,0,14.08044,8,2,0,1,0,0,1,0,159.9512,2218.850381
4395,5912,0,57,66698.79,1,10.76198,11,0,0,0,0,0,0,1,222.6281,1880.847695
4396,40336,0,56,18275.19,0,6.990118,11,2,0,0,1,1,1,1,164.9715,830.9443469
4397,1132,0,89,40406.98,0,16.36612,11,1,1,0,0,0,0,0,92.5018,346.0280123
4398,21767,1,84,45874.19,1,10.0487,16,0,0,1,1,0,0,0,182.4433,1275.031579
4399,3161,5,56,6327.17,0,10.88222,15,0,0,0,0,0,0,0,147.4738,1164.755978
4400,285,1,52,76765.17,0,10.32391,16,0,0,0,0,0,1,0,159.9512,1114.676099
4401,1153,0,78,28326.47,0,10.94525,12,2,0,0,0,0,0,0,134.9509,482.2768453
4402,94,0,33,42506.46,0,7.041544,12,0,0,0,1,0,0,0,179.9476,581.3197743
4403,35142,1,48,8874.14,0,7.749421,14,1,0,0,1,0,0,0,179.9794,1066.677081
4404,0,0,70,17844.64,1,9.519197,8,1,0,0,1,1,0,1,222.6326,1559.606858
4405,176,3,87,34923.5,1,9.022046,13,0,0,0,1,1,0,1,207.4811,755.4687511
4407,81,3,37,29101.96,1,5.924693,13,0,0,1,0,0,1,0,159.9512,866.4850145
4408,370,3,18,57578.24,1,10.34662,11,0,0,0,1,0,0,0,179.9476,869.9774936
4409,443,1,70,55903.55,1,10.67552,9,3,0,0,0,1,1,0,152.4884,1086.818163
4410,73671,2,51,18970.04,0,6.212122,14,0,1,0,1,0,0,1,169.9447,1456.422162
4411,86,1,29,37947.15,0,11.59418,14,2,0,0,1,0,1,0,149.9928,1002.424825
4412,8800,0,29,88219.46,0,3.468567,14,0,0,0,0,1,0,0,94.97283,1618.779462
4413,736,1,29,39719.11,0,12.20313,11,0,0,0,1,0,1,0,157.4698,820.9054953
4414,478,3,89,20456.18,1,14.07349,8,2,0,0,0,0,0,0,92.5018,809.618878
4415,780,3,76,42529.4,0,10.78526,13,2,2,0,0,1,0,0,149.9915,583.5711218
4416,622,6,19,77498.99,0,7.725473,9,0,1,0,1,1,1,1,187.5139,2141.951697
4417,14802,2,26,14345.87,0,7.484153,11,0,1,0,0,0,0,1,159.9349,2150.01852
4418,18,6,21,36562.75,0,10.57671,8,1,1,0,0,0,1,0,139.9979,1207.587701
4419,25339,1,77,1143.18,0,7.338118,14,0,0,0,0,1,1,0,152.4884,625.201163
4420,2387,1,29,41079.27,0,10.47477,16,0,1,0,0,0,0,1,117.4392,955.1927172
4421,10119,1,33,8995.08,1,4.916377,10,1,0,1,1,1,0,1,255.1555,2057.979176
4422,940,1,21,40941.58,1,9.705754,11,1,1,0,0,1,0,1,177.6508,1432.135681
4423,191,0,73,87527.27,1,11.90177,11,2,0,0,1,0,1,0,172.5034,1570.995815
4424,244,1,75,5678.51,0,10.69562,13,0,1,1,0,0,0,1,139.9349,856.222981
4425,15184,1,77,15876.36,0,8.39883,6,0,0,0,0,1,0,1,119.9568,816.0468833
4426,20,7,73,35665.19,1,7.990121,11,1,0,0,1,0,0,0,179.9476,941.4829653
4428,3612,2,35,9121.25,1,15.4471,16,4,0,0,0,1,1,1,235.1591,1747.993101
4429,16974,2,24,22041.68,1,5.919886,11,2,0,0,0,1,1,1,154.9618,1394.025763
4430,38016,1,18,11574.18,1,9.20065,12,1,0,0,0,0,1,1,187.6422,788.1036301
4431,2596,4,26,35553.18,0,15.36682,15,0,0,0,0,1,1,0,107.482,1383.139451
4432,30478,3,21,46506.9,0,17.50097,12,0,0,0,0,1,0,0,130.0064,681.4206312
4433,516,0,85,28522.56,0,11.02093,14,0,0,0,1,0,0,1,169.9447,1208.822377
4434,82,2,32,8641.78,1,7.491292,11,1,0,0,1,0,1,1,184.9496,1225.408596
4435,3519,3,63,38737.86,1,6.693519,15,0,0,0,0,0,1,1,172.4441,479.5519429
4436,142,3,40,38294.57,1,8.095364,8,0,0,1,1,1,0,1,164.9853,1635.02715
4437,10314,5,31,10046.87,1,9.489342,7,1,1,0,1,1,1,0,194.9744,827.2524803
4438,830,3,66,23693.41,1,8.186941,19,1,1,0,1,0,0,0,172.4705,1619.969692
4439,197,1,72,61617.28,0,8.865023,8,1,0,0,1,1,1,0,182.4833,679.3728327
4440,17486,0,42,26577.44,0,11.78952,13,1,2,0,1,0,0,1,192.4404,1617.050793
4441,2144,7,64,57546.52,1,12.58628,7,0,1,0,1,0,0,1,230.1344,924.0234298
4442,1604,1,27,62893.96,0,9.291642,12,1,0,0,1,1,0,0,115.0021,1999.438675
4443,81,2,74,25376.01,0,9.078331,17,0,0,0,1,0,0,1,137.4684,1313.657019
4444,17356,4,45,19623.2,0,8.688645,9,4,0,0,1,0,0,0,167.4564,1042.770459
4445,13991,1,57,23188.83,0,10.05346,16,1,0,1,0,0,0,0,159.965,347.446058
4446,5402,3,38,15377.23,0,7.024459,15,1,0,0,1,1,0,0,162.4653,1135.537453
4447,689,3,46,56868.44,1,9.149023,8,0,0,0,0,1,0,1,222.65,863.525358
4448,7519,4,42,23813.32,1,8.927502,10,0,0,0,0,0,0,1,222.6281,1746.862212
4449,31178,3,62,32383.92,1,13.74408,6,2,0,1,0,1,1,0,162.4689,618.6284163
4450,650,2,47,5570.57,0,8.931718,9,2,0,0,0,0,1,0,152.4742,1294.614623
4451,17107,3,38,47890.17,0,12.17482,16,1,1,0,1,0,0,0,147.4564,1153.463764
4452,69589,3,45,58187.04,0,12.12404,12,0,0,0,0,0,0,0,114.9509,1377.652033
4454,599,1,48,12122.59,1,6.665106,15,3,1,0,1,1,1,0,175.0211,1019.803014
4455,1585,1,75,25130.75,0,7.739914,12,0,0,1,0,1,1,0,197.4876,1089.367201
4456,1083,0,18,25947.16,0,10.71589,14,1,0,1,0,0,0,1,117.4392,1458.027932
4457,1641,1,36,71686.32,0,8.313798,13,3,0,0,0,0,1,0,124.9643,2025.167432
4458,1704,4,40,14912.08,1,5.486343,14,0,0,0,0,1,0,1,225.1457,1616.617211
4459,226,1,55,45856.05,0,10.51064,13,1,1,0,1,0,0,0,147.4564,2045.813243
4460,589,3,18,8894.87,0,10.09739,14,1,0,0,1,0,0,0,124.9607,886.9184762
4461,18043,0,61,84292.41,1,9.437862,10,3,0,0,1,1,0,1,232.652,860.9528478
4462,4455,7,62,37029.52,1,13.04395,8,1,1,0,0,1,1,1,215.1591,1360.486206
4463,48099,2,82,28823.65,1,15.08815,15,0,0,0,0,1,0,1,225.1457,1649.105838
4464,447,2,39,98176.66,0,6.115071,16,0,0,0,0,1,1,0,154.9919,1691.271964
4465,16371,3,31,33568.24,0,5.229478,13,1,0,0,1,1,0,0,149.989,1756.414097
4466,42650,7,54,41931.72,0,6.77211,11,1,2,0,1,0,1,0,214.9525,1338.619611
4467,21462,1,21,20057.8,1,7.383215,14,1,2,0,1,1,0,1,222.6326,1385.269228
4469,1992,7,42,33338.52,1,12.58951,10,1,0,0,0,0,0,1,149.9621,927.4696678
4470,687,4,33,1405.18,1,6.808472,16,3,1,0,0,0,1,0,152.4742,1514.229261
4471,2123,1,62,67129.6,0,12.25073,8,1,0,1,0,1,0,0,149.9915,909.7634001
4473,135,2,36,22082.05,0,9.874838,15,0,0,0,0,1,1,1,142.4855,1019.877653
4474,13719,4,38,32253.23,1,9.303316,9,1,0,1,1,1,0,0,197.484,1351.962079
4475,20676,0,82,100785.5,1,8.334039,11,0,0,0,1,0,0,0,159.9476,1347.567075
4476,30035,2,22,21395.1,0,12.17483,9,1,0,0,0,0,0,0,124.9781,716.9177978
4477,2474,2,46,22922.41,0,12.30949,9,1,1,0,0,1,0,1,139.9568,552.480335
4478,33014,4,37,7588.08,1,6.421434,12,1,0,0,1,0,1,1,182.4538,664.5638593
4479,15,0,22,57737.27,1,3.267635,11,1,0,0,1,0,0,1,275.1336,960.0935745
4480,296,0,51,35194.3,0,13.15165,16,2,0,0,0,0,0,1,149.9621,1199.678982
4481,4075,0,73,12409.38,1,11.16634,15,1,0,0,0,0,1,1,152.4907,786.0813559
4482,25903,0,84,14146.51,0,5.627745,15,0,1,1,0,0,0,0,92.45514,1213.57856
4483,729,1,88,14821.76,0,11.14208,13,3,0,0,0,1,0,1,152.4798,858.2482994
4484,6032,4,64,57588.9,1,7.427685,13,1,1,1,1,1,1,0,197.5169,744.1347048
4485,29608,0,72,39382.66,1,11.89241,19,2,0,0,1,0,0,1,240.1149,1398.087425
4486,13981,0,28,93909.59,0,9.472208,8,0,0,0,1,0,0,0,202.4433,1438.364422
4487,20163,4,25,14738.27,1,10.02031,9,4,0,1,1,0,0,1,182.4676,695.0268746
4488,14328,1,58,83027.06,1,8.288306,8,2,0,0,1,1,1,0,194.9744,1289.865177
4489,199,0,74,25700.68,1,12.4173,15,1,0,0,1,1,1,1,270.1604,1341.275592
4490,0,0,87,18148.08,1,11.04506,13,2,1,0,1,1,0,1,235.1555,2757.839041
4491,4870,0,32,8457.83,1,7.457158,11,2,0,1,0,0,1,0,139.983,1228.595252
4492,2713,3,27,29924.06,1,6.583497,16,0,1,0,0,1,0,1,119.9568,1189.261161
4493,94,4,61,48521.27,0,9.273629,9,0,1,0,0,1,0,1,177.6508,1904.60275
4495,15420,1,60,45091.73,0,11.1808,12,1,0,0,1,0,0,0,144.9607,1126.457158
4496,827,1,81,55861.93,1,9.014014,11,1,1,0,0,0,1,1,212.6415,1119.209524
4497,3211,0,83,13133.15,1,12.2074,10,2,0,1,1,1,1,0,139.9875,1459.899487
4498,788,3,63,16966.71,1,10.5572,14,3,0,1,0,0,0,1,117.4392,837.3072679
4499,2464,1,50,54507.76,0,8.471092,16,0,1,0,1,1,1,0,172.5104,1876.809732
4500,58,3,45,30502.48,1,8.034529,9,0,1,1,1,0,0,1,192.4404,1129.471568
4501,1753,1,30,17739.09,1,12.15506,18,1,1,0,1,0,0,0,194.9663,1418.327071
4502,1089,0,87,348.67,1,10.36876,17,1,0,0,0,1,1,1,202.6362,2089.529125
4503,9282,1,70,70656.34,0,10.97367,15,1,0,0,1,1,0,0,182.497,708.4028154
4504,570,0,28,30661.99,0,8.985931,11,0,1,0,0,0,1,1,172.4441,489.2316753
4505,11268,2,45,75255.33,0,12.69621,15,0,0,0,0,0,0,0,114.9658,1176.673652
4507,314,4,37,9447.9,0,10.66131,12,2,1,0,0,0,1,1,129.9483,1241.024324
4508,37360,0,50,25990.9,1,15.40713,15,1,0,0,0,0,0,0,147.4421,1129.578351
4509,1823,1,34,22492.61,0,9.284367,12,1,0,0,0,0,0,1,139.9349,1137.986536
4510,442,7,58,23346.19,0,9.896438,15,0,0,0,0,0,0,1,117.4392,1453.3619
4511,10895,3,42,84035.13,0,12.94275,11,0,0,0,0,0,1,1,117.472,1456.609727
4512,7934,2,63,27432.43,1,10.42239,12,1,0,0,0,0,1,0,127.5067,410.7703918
4513,3231,1,78,30351.92,0,4.990463,9,1,1,0,0,1,1,0,107.482,1057.31153
4514,47757,7,89,22290.4,1,8.76195,11,0,1,0,1,1,1,1,257.6375,1640.268544
4515,57886,3,18,21768.05,1,14.60563,10,0,0,0,0,1,0,1,174.9755,1377.344633
4516,15836,0,89,17072.33,0,11.32238,13,1,0,0,0,1,1,0,184.9647,984.7206752
4518,1012,2,53,15625.86,1,10.74617,5,2,1,0,0,1,0,0,94.97283,983.5423493
4519,60033,1,44,34790.72,0,8.719917,10,1,0,0,0,0,0,1,104.9629,2068.186228
4521,1926,1,85,38644.0,0,12.26333,13,1,0,0,1,0,0,0,147.4713,2626.362759
4522,756,2,62,72453.23,0,8.236332,12,0,0,0,1,0,0,0,214.9663,1274.789671
4523,9417,1,28,23660.82,1,10.79999,15,2,0,0,1,0,1,0,214.9525,1139.028165
4524,548,3,55,12526.34,0,12.17705,10,1,0,0,0,0,1,1,129.9483,1296.523969
4525,231,2,55,79125.31,0,8.854371,6,1,0,0,1,0,0,0,147.4564,1527.978319
4526,422,0,59,15840.4,1,7.194451,13,1,0,0,0,1,0,1,154.9755,1015.460451
4527,8851,0,28,13366.53,0,4.705946,10,0,0,0,1,0,0,1,204.9634,1835.681416
4528,27606,2,38,48364.58,0,6.220807,15,1,0,0,0,0,0,0,127.4421,1094.624835
4529,13202,1,79,94353.42,1,16.97213,10,2,1,0,0,1,1,0,129.9778,945.5437173
4530,518,1,34,66249.33,0,5.548308,7,2,0,0,1,0,0,1,149.9447,1127.193482
4532,2333,2,71,93402.26,1,12.41991,10,0,0,1,1,0,1,1,232.624,1855.20004
4533,3027,0,89,33004.01,1,3.719308,11,4,0,0,1,0,1,1,242.6435,1194.31166
4534,60,1,74,10992.6,0,7.997377,16,1,1,0,0,0,0,0,112.4551,1213.799389
4535,1085,4,39,43769.45,1,10.21531,14,0,0,0,1,0,0,1,172.4871,2082.760575
4536,37042,1,84,42889.58,0,11.2842,14,2,0,0,1,0,0,0,144.9607,1835.575859
4537,4242,0,57,12204.42,0,7.210462,13,0,0,0,1,0,1,0,192.4567,1443.483853
4538,388,0,64,41895.1,1,10.9305,17,2,0,1,1,0,0,0,159.9942,1458.518135
4539,239,4,43,14233.75,0,8.080637,5,4,1,0,0,0,0,0,137.4616,1099.38854
4540,540,1,76,22935.18,0,11.97204,13,2,0,0,0,0,0,0,92.45514,2063.325487
4541,80,2,53,21579.33,1,9.419642,17,0,1,0,0,1,1,1,257.6549,1159.364961
4542,4246,0,75,26811.22,1,10.9973,12,1,0,0,0,1,0,1,225.1457,1340.927976
4544,521,2,78,3598.04,0,12.82092,6,1,0,1,1,0,1,1,184.9496,1640.315966
4545,2050,4,22,69497.03,0,10.46818,12,0,0,0,0,1,1,0,149.9778,917.1665939
4546,1741,3,32,41207.42,0,9.044706,13,1,0,0,1,0,1,1,162.4538,2303.354723
4547,29213,0,78,14825.22,1,6.946114,11,1,1,0,0,0,1,0,174.9699,1251.894626
4549,20935,1,79,69833.88,1,8.989878,6,2,0,0,0,0,1,0,182.447,650.4414677
4550,274,1,68,60288.26,0,14.288,11,3,0,0,1,0,0,1,149.9447,1515.274871
4551,0,4,58,55582.0,1,7.601803,12,3,0,0,1,1,1,0,197.5169,1518.895794
4552,29268,4,48,12224.95,1,9.780193,7,4,0,1,1,0,0,0,157.4836,558.284596
4553,365,4,70,6980.4,1,9.55673,12,2,1,0,0,0,0,0,102.4746,398.8495205
4554,7878,3,67,27127.55,0,5.391776,9,0,0,0,0,0,1,1,117.472,545.3992275
4555,17493,1,24,15544.73,1,8.073426,8,1,0,0,0,0,0,1,187.656,1129.173931
4556,4101,4,44,64963.05,0,8.54284,12,1,0,0,0,0,1,0,127.4601,1735.029687
4557,14464,1,51,48170.55,1,8.357842,5,1,1,0,0,1,0,0,129.9598,2182.755951
4558,240,0,54,23918.86,0,12.09121,7,1,0,0,0,1,1,1,152.466,498.8080579
4559,162,1,24,33281.77,0,3.919237,13,2,1,0,0,0,0,0,162.4608,2673.10157
4560,474,2,39,71032.95,0,13.85985,13,0,0,0,1,0,0,0,112.4844,1155.835028
4561,1372,1,75,71503.36,1,10.95217,7,2,0,0,0,1,1,1,237.6549,2037.626802
4563,8684,0,36,21092.07,1,5.676999,13,2,0,0,0,0,1,1,232.6415,1161.766944
4564,275,5,47,68629.48,0,8.266471,12,0,0,0,1,0,0,0,179.9794,729.6672295
4565,26565,3,71,59242.86,1,7.998222,8,2,0,0,1,1,0,1,257.6513,1801.105672
4566,6412,0,51,48114.78,1,10.03556,8,4,0,0,1,0,0,0,159.9476,1844.506934
4567,240,2,85,7543.45,1,15.41425,12,2,1,0,1,0,1,1,172.4733,538.267259
4568,2800,2,79,8328.28,0,13.71415,16,1,1,0,1,0,0,1,169.9447,1458.177149
4569,501,0,69,48219.15,1,7.933312,17,0,0,0,1,0,1,0,194.9525,1183.666028
4570,83,3,32,10607.43,1,16.32484,15,1,0,0,1,0,1,1,232.624,1827.741525
4571,48438,0,32,20998.16,0,9.566358,10,0,1,0,0,0,0,1,117.4858,1309.247153
4572,14942,3,65,66156.08,0,12.95024,15,2,1,0,1,0,1,1,162.4538,1125.779521
4573,2180,6,20,23334.38,0,15.41725,15,1,0,1,1,0,0,1,169.9447,1296.081512
4574,263,0,70,69183.29,1,13.7572,9,2,1,0,1,0,1,1,255.1198,3575.871459
4575,4745,1,44,31012.18,1,13.08416,14,1,0,1,0,0,0,0,137.4616,1024.765594
4576,2678,1,19,37461.63,1,9.424779,8,0,0,0,1,0,0,1,262.6106,1924.414895
4577,1786,0,21,42139.77,0,9.838314,13,0,0,0,0,0,1,1,172.4441,2141.091982
4578,365,1,74,16197.52,0,10.53808,11,0,0,0,0,1,1,0,197.4876,729.7825005
4579,28016,0,66,19161.27,0,6.776805,9,0,1,1,1,0,0,1,159.9642,562.8048829
4580,2388,1,31,62028.51,1,7.150882,10,0,1,0,1,0,1,1,149.9776,1248.354542
4581,3744,2,18,23055.92,1,7.604163,13,1,0,0,0,1,0,1,177.6508,1381.709993
4583,29522,3,35,52984.07,1,7.37357,16,0,1,0,0,0,0,1,127.4586,1152.131327
4584,2016,3,78,41637.08,0,9.542495,12,3,2,0,1,1,0,1,172.4624,786.1863432
4585,24613,1,61,81068.69,0,9.040251,9,4,0,0,0,1,0,1,139.9568,2199.664389
4587,3521,6,74,51251.01,0,9.909877,10,1,1,0,0,0,0,0,79.97886,436.2644992
4588,171,0,19,11943.45,0,8.642754,8,2,1,0,0,0,1,1,232.6415,1872.389857
4589,324,1,53,38916.4,0,11.03946,15,1,1,0,0,0,1,1,184.967,904.3179865
4590,30996,2,69,42780.53,1,10.17393,15,1,1,1,1,1,1,0,174.9744,2140.11456
4591,15133,2,38,48911.65,1,10.27072,11,1,1,0,0,1,0,1,202.65,1542.618812
4592,2946,4,74,79890.24,0,7.279879,10,1,2,0,0,0,0,1,200.1323,1280.101622
4593,319,1,66,24929.75,0,9.282026,13,2,0,1,1,0,0,0,144.9607,753.7251984
4594,1883,4,87,58884.99,0,8.164724,9,2,1,0,0,0,1,0,104.9643,726.148196
4595,13128,1,55,48618.33,0,7.121114,15,0,0,0,0,0,0,0,182.4608,914.6362933
4596,5586,0,25,23367.98,0,13.79996,11,3,0,0,0,0,0,0,114.9509,2327.656652
4597,1194,3,20,27558.14,0,9.700117,10,1,1,0,1,0,0,0,144.9607,463.6732561
4598,3219,3,82,46381.14,0,7.601603,9,0,0,0,0,1,0,1,174.9755,1065.856964
4599,1025,3,89,54862.38,0,6.890953,11,0,0,0,0,0,0,1,159.9349,486.381294
4600,7285,2,39,14638.15,0,15.31615,15,0,1,0,1,0,0,0,169.9671,1349.872551
4601,11762,2,48,84113.15,1,9.224349,14,0,0,0,0,0,1,1,129.9483,1340.469295
4602,1826,6,24,22467.91,0,11.76153,14,1,0,1,0,0,0,0,79.97886,1346.569879
4603,624,1,40,69433.42,0,4.386127,17,1,2,1,1,1,0,0,160.0013,1217.604663
4604,55857,0,21,82130.46,0,8.158876,11,0,0,0,0,0,0,0,149.9378,1450.159924
4605,176,1,59,59532.16,0,12.73982,8,1,1,0,1,0,0,1,182.4676,503.6435762
4606,156,0,58,23080.06,0,8.421514,10,0,0,0,0,1,1,1,187.4847,616.2094946
4607,9499,4,33,52137.85,1,10.12355,9,0,1,0,0,0,0,0,92.45514,2693.549899
4608,7602,0,35,56315.69,1,9.020485,15,1,0,0,0,0,0,1,139.9349,1138.754327
4609,1827,3,24,15091.63,1,6.649137,13,1,0,0,0,1,1,1,144.9889,1670.183322
4611,30076,1,40,41819.9,1,14.61938,4,1,0,1,1,0,0,0,159.9942,1734.504367
4613,870,3,73,8510.91,0,6.262471,11,0,0,0,1,0,0,0,159.9942,1372.468821
4614,3274,3,21,54864.24,1,5.236974,15,0,0,0,1,0,0,0,214.9663,838.558113
