Zip,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
91935,80,Female,No,Month-to-Month,Yes,51,105.0,377.0
10553,39,Male,No,Month-to-Month,No,70,185.0,517.0
72845,57,Female,No,Month-to-Month,Yes,60,139.9,465.0
76273,28,Female,No,One year,No,67,137.5,487.0
36879,57,Female,Yes,Month-to-Month,No,59,240.1,447.0
67103,82,Male,No,Two Year,Yes,70,170.0,504.0
3103,77,Male,No,Month-to-Month,Yes,45,169.9,328.0
58214,75,Female,No,One year,Yes,68,145.0,475.0
24069,59,Male,No,Month-to-Month,Yes,65,162.5,485.0
76011,19,Female,No,Month-to-Month,Yes,45,207.6,363.0
41712,74,Male,No,Month-to-Month,No,70,175.0,514.0
17887,82,Female,No,Month-to-Month,No,64,232.6,518.0
90201,40,Female,No,Two Year,No,59,152.5,474.0
74342,84,Female,No,Month-to-Month,Yes,59,112.5,411.0
76050,78,Male,No,Two Year,Yes,61,230.0,454.0
40046,32,Male,No,Month-to-Month,No,69,182.5,500.0
54552,28,Male,No,One year,No,65,152.5,523.0
19973,77,Female,Yes,Month-to-Month,Yes,49,277.6,390.0
29812,30,Male,No,Month-to-Month,Yes,71,207.6,541.0
61433,34,Female,No,Month-to-Month,No,68,160.0,523.0
68981,38,Female,No,Month-to-Month,Yes,67,222.6,539.0
22713,31,Female,No,Month-to-Month,Yes,56,187.6,429.0
61517,68,Male,No,Month-to-Month,No,62,277.7,490.0
45353,19,Male,No,Two Year,No,70,165.0,582.0
68620,79,Female,No,Month-to-Month,Yes,55,140.0,396.0
31090,71,Male,No,Month-to-Month,Yes,61,150.0,429.0
55991,45,Male,No,Month-to-Month,Yes,63,130.0,487.0
37862,21,Male,No,Two Year,No,47,127.4,387.0
12724,28,Male,No,Two Year,No,68,112.5,487.0
64111,29,Male,Yes,Month-to-Month,Yes,53,220.1,425.0
29424,55,Female,No,Two Year,No,66,130.0,474.0
23219,27,Female,No,Month-to-Month,Yes,59,217.5,448.0
37019,18,Male,No,Month-to-Month,No,45,137.4,337.0
58750,33,Female,No,Two Year,Yes,64,205.0,492.0
7092,76,Female,No,Month-to-Month,No,61,187.6,487.0
74743,82,Male,No,Month-to-Month,Yes,43,105.0,339.0
64113,44,Female,No,Month-to-Month,No,41,130.0,360.0
82324,20,Female,No,Month-to-Month,Yes,48,115.0,352.0
56655,64,Female,No,Month-to-Month,Yes,59,92.5,405.0
78566,41,Male,No,Month-to-Month,Yes,45,175.0,379.0
44093,84,Female,No,Month-to-Month,No,65,115.0,441.0
59253,57,Male,No,Month-to-Month,Yes,68,152.4,549.0
67123,82,Male,No,Two Year,Yes,67,105.0,468.0
46062,57,Female,No,Two Year,No,54,149.9,383.0
16115,25,Male,No,One year,No,58,192.4,438.0
40456,48,Male,No,Two Year,Yes,67,197.6,508.0
82336,50,Female,No,Two Year,Yes,63,200.1,522.0
68403,82,Male,No,Month-to-Month,No,68,150.0,485.0
40162,32,Male,No,Month-to-Month,No,53,130.0,429.0
79785,61,Male,No,One year,Yes,71,262.6,545.0
56071,23,Female,No,Two Year,Yes,71,227.5,527.0
20714,33,Female,No,Month-to-Month,Yes,55,187.5,421.0
87410,88,Female,No,One year,Yes,68,137.5,513.0
58736,21,Male,No,One year,Yes,57,167.5,422.0
34209,77,Female,No,Month-to-Month,No,69,172.5,503.0
30260,65,Female,No,Two Year,No,69,160.0,485.0
66031,75,Female,No,Month-to-Month,No,53,232.6,418.0
2459,28,Male,No,Month-to-Month,Yes,70,200.1,561.0
77702,32,Female,No,Month-to-Month,Yes,60,195.0,445.0
79087,86,Female,No,Month-to-Month,Yes,63,204.9,456.0
57339,88,Male,No,Month-to-Month,Yes,64,192.5,453.0
20053,41,Male,No,Month-to-Month,No,67,117.5,511.0
30628,48,Female,No,One year,No,51,132.5,411.0
39565,57,Female,No,Month-to-Month,No,46,160.0,342.0
24918,59,Male,No,Two Year,No,59,242.6,491.0
32440,51,Female,No,Month-to-Month,Yes,67,117.4,510.0
85320,22,Female,No,Month-to-Month,Yes,63,145.0,448.0
33868,45,Male,No,Two Year,Yes,58,222.6,443.0
45614,74,Male,No,Month-to-Month,Yes,40,172.5,316.0
63440,22,Male,No,One year,Yes,38,187.6,342.0
17974,37,Female,No,Two Year,Yes,46,150.0,355.0
32092,29,Female,No,Two Year,Yes,67,202.4,488.0
28673,76,Female,No,Two Year,Yes,45,207.5,348.0
37866,83,Female,No,Two Year,No,64,187.5,469.0
31302,21,Male,No,Month-to-Month,Yes,64,167.5,470.0
25022,37,Male,No,Month-to-Month,Yes,60,197.5,459.0
8060,30,Male,No,Month-to-Month,Yes,63,195.0,482.0
61841,34,Male,No,Month-to-Month,Yes,43,147.5,329.0
7652,88,Male,No,Two Year,Yes,72,125.0,493.0
16911,18,Female,Yes,Month-to-Month,Yes,71,205.0,536.0
63125,53,Male,No,Month-to-Month,No,69,152.5,534.0
90221,64,Female,No,Two Year,No,67,152.5,527.0
73764,40,Male,Yes,Month-to-Month,No,46,240.1,370.0
44878,28,Male,No,Month-to-Month,Yes,60,192.4,453.0
30533,48,Female,No,Month-to-Month,Yes,61,117.5,443.0
20895,63,Male,No,One year,Yes,65,187.5,519.0
82932,44,Male,No,Two Year,Yes,71,207.6,531.0
50514,61,Male,No,Month-to-Month,Yes,72,140.0,543.0
39194,47,Male,No,One year,Yes,57,207.6,433.0
25259,43,Male,No,One year,Yes,65,232.6,510.0
50138,86,Female,No,Month-to-Month,Yes,46,127.5,322.0
61272,81,Male,No,Month-to-Month,No,56,147.4,393.0
3777,57,Male,No,Two Year,Yes,63,137.5,456.0
4478,42,Female,No,Month-to-Month,Yes,66,192.5,489.0
48064,77,Male,No,Two Year,No,66,217.5,485.0
29708,46,Female,No,Month-to-Month,No,49,142.5,399.0
10505,74,Male,No,Two Year,Yes,63,195.0,461.0
53811,86,Female,No,Month-to-Month,Yes,51,115.0,350.0
15962,46,Male,No,Two Year,Yes,45,182.5,348.0
63540,45,Male,No,One year,No,66,225.1,562.0
30132,36,Female,No,Month-to-Month,No,62,182.5,475.0
30757,73,Male,No,Month-to-Month,Yes,61,240.1,457.0
14826,60,Female,No,Month-to-Month,Yes,45,222.6,353.0
76247,69,Male,No,Month-to-Month,Yes,49,129.9,386.0
49343,81,Female,No,Month-to-Month,Yes,53,210.2,407.0
55371,86,Female,No,Month-to-Month,Yes,66,117.5,480.0
8648,63,Female,No,One year,Yes,45,162.5,335.0
33990,50,Female,No,Two Year,Yes,64,152.5,518.0
95453,35,Male,No,Month-to-Month,Yes,64,207.5,486.0
60045,71,Female,No,Month-to-Month,No,50,222.7,393.0
93526,49,Male,No,Two Year,Yes,68,222.6,551.0
27862,30,Female,No,One year,Yes,67,275.1,538.0
55449,30,Female,No,Month-to-Month,Yes,64,112.5,445.0
65258,61,Male,No,Month-to-Month,No,68,165.0,506.0
16332,32,Female,No,Month-to-Month,No,52,255.2,419.0
13418,49,Female,No,Month-to-Month,Yes,49,127.5,374.0
55446,71,Male,No,Month-to-Month,Yes,54,129.9,415.0
31527,78,Female,No,Month-to-Month,No,47,127.4,367.0
30423,65,Female,No,One year,Yes,51,125.0,370.0
37660,21,Male,No,Two Year,No,49,115.0,401.0
66872,37,Female,No,One year,No,50,160.0,355.0
56358,36,Male,No,One year,Yes,60,190.1,502.0
77095,61,Male,No,Month-to-Month,Yes,48,82.5,340.0
79766,51,Male,No,Month-to-Month,No,70,202.6,564.0
53586,71,Female,No,Month-to-Month,No,65,157.5,448.0
50862,65,Male,No,One year,No,51,137.5,424.0
43140,85,Female,No,One year,Yes,66,82.5,452.0
97123,20,Female,No,Month-to-Month,No,66,182.5,503.0
51451,58,Male,No,Month-to-Month,Yes,61,155.0,485.0
67583,47,Male,No,Two Year,Yes,52,222.6,416.0
60013,19,Male,No,One year,Yes,62,150.0,488.0
34714,84,Male,No,Two Year,Yes,65,137.5,468.0
62650,76,Male,Yes,Month-to-Month,No,57,210.1,439.0
89145,45,Female,No,One year,Yes,39,195.0,339.0
77085,25,Female,No,One year,Yes,60,255.1,505.0
59820,24,Female,No,Month-to-Month,Yes,66,142.5,523.0
47929,75,Female,No,Two Year,Yes,61,192.5,437.0
72630,32,Female,No,Month-to-Month,Yes,64,190.2,517.0
54170,48,Male,No,Two Year,No,62,140.0,490.0
35968,35,Male,No,Month-to-Month,No,68,159.9,508.0
80819,77,Male,No,Two Year,Yes,68,140.0,483.0
49969,57,Male,No,Two Year,Yes,68,210.1,509.0
16321,25,Male,No,One year,No,50,182.5,389.0
75754,84,Male,No,Month-to-Month,No,65,175.1,473.0
32358,50,Male,No,Month-to-Month,Yes,60,117.5,435.0
12165,26,Female,No,Two Year,No,69,105.0,515.0
23161,49,Female,No,Month-to-Month,No,58,222.6,487.0
79379,63,Female,No,Month-to-Month,No,58,120.0,450.0
14418,52,Female,No,One year,Yes,47,277.7,391.0
46163,74,Male,No,Month-to-Month,Yes,61,150.0,444.0
3079,52,Male,No,Month-to-Month,Yes,60,210.2,470.0
62861,43,Female,No,One year,Yes,72,135.0,516.0
78759,55,Male,No,Month-to-Month,No,59,182.5,443.0
41759,45,Female,No,One year,Yes,66,80.0,449.0
15716,85,Male,No,Two Year,Yes,66,117.5,486.0
22938,47,Male,No,Two Year,No,70,127.5,538.0
49757,55,Male,No,Two Year,Yes,64,107.5,490.0
21562,49,Male,No,Month-to-Month,Yes,62,140.0,481.0
49683,49,Female,No,Month-to-Month,No,59,139.9,462.0
60827,60,Male,No,Month-to-Month,Yes,68,155.0,542.0
99140,49,Male,No,Month-to-Month,No,67,162.5,496.0
49348,34,Female,No,Month-to-Month,Yes,51,117.5,368.0
73938,52,Male,No,Month-to-Month,No,66,180.0,473.0
83320,57,Female,No,One year,Yes,56,245.1,488.0
70535,77,Male,No,Two Year,No,59,130.0,456.0
15655,31,Female,No,One year,Yes,57,137.5,409.0
13368,40,Male,No,Month-to-Month,No,50,172.5,379.0
46113,70,Female,No,Month-to-Month,Yes,46,175.0,379.0
60827,52,Male,No,Two Year,Yes,62,182.5,455.0
98108,62,Male,No,Two Year,Yes,48,222.6,415.0
6878,66,Female,No,Month-to-Month,Yes,71,172.4,543.0
57315,57,Female,No,Two Year,Yes,63,115.0,449.0
70121,73,Male,No,Month-to-Month,No,68,112.5,473.0
30415,86,Female,No,Month-to-Month,No,50,127.5,378.0
82450,69,Male,No,Two Year,No,69,92.5,488.0
19317,49,Male,No,Month-to-Month,Yes,72,105.0,509.0
70762,56,Female,No,Month-to-Month,Yes,65,107.5,483.0
41831,51,Female,No,Month-to-Month,No,69,205.0,501.0
59832,74,Male,Yes,Month-to-Month,Yes,68,255.1,545.0
12864,37,Female,No,One year,Yes,56,152.5,409.0
45255,81,Female,No,Month-to-Month,No,62,200.1,496.0
92372,46,Male,No,One year,No,62,92.5,473.0
56592,88,Female,No,Month-to-Month,Yes,51,210.1,389.0
60647,36,Male,No,One year,Yes,55,137.4,408.0
35901,37,Female,No,Two Year,Yes,57,125.0,393.0
55128,75,Male,Yes,One year,No,58,242.6,456.0
62670,53,Female,No,Month-to-Month,Yes,48,159.9,351.0
27023,81,Female,No,Month-to-Month,Yes,61,197.6,458.0
16240,64,Female,No,One year,Yes,36,197.6,315.0
76380,29,Male,No,Month-to-Month,No,68,187.5,545.0
18437,73,Female,No,Month-to-Month,No,59,129.9,459.0
71277,61,Male,No,Month-to-Month,No,68,222.6,556.0
38356,61,Female,No,Two Year,No,46,182.5,334.0
40048,82,Female,No,Month-to-Month,Yes,61,127.5,454.0
63846,26,Female,No,Month-to-Month,Yes,67,135.0,476.0
11552,39,Female,No,One year,Yes,60,182.4,444.0
1379,23,Male,No,Month-to-Month,No,69,175.0,555.0
34677,32,Female,No,Two Year,Yes,68,172.5,543.0
50659,26,Male,No,Two Year,Yes,55,192.5,418.0
72353,85,Female,No,Two Year,Yes,45,165.0,365.0
75928,35,Female,No,Month-to-Month,Yes,54,210.1,421.0
25560,46,Female,No,Two Year,No,71,130.0,551.0
4578,26,Male,Yes,Month-to-Month,Yes,45,242.6,414.0
26424,56,Male,No,One year,No,70,217.5,524.0
88044,31,Female,No,Two Year,Yes,48,182.4,404.0
57446,71,Male,No,Month-to-Month,No,67,185.0,524.0
74038,62,Female,No,One year,No,55,137.5,397.0
68779,74,Female,No,Month-to-Month,No,65,115.0,443.0
46052,78,Male,No,Month-to-Month,No,63,197.6,491.0
84731,28,Male,No,Two Year,No,68,277.6,543.0
78226,38,Female,No,Month-to-Month,No,71,120.0,519.0
48745,55,Male,No,Two Year,Yes,55,172.4,451.0
75215,43,Male,No,Month-to-Month,Yes,60,147.4,431.0
39667,24,Female,No,Month-to-Month,Yes,72,177.5,573.0
32812,66,Female,No,One year,Yes,70,232.6,531.0
7649,19,Female,No,Month-to-Month,No,64,240.1,487.0
4952,28,Male,No,Month-to-Month,Yes,69,157.5,497.0
67137,67,Male,No,Month-to-Month,Yes,66,230.1,501.0
97124,43,Female,No,One year,No,62,127.5,461.0
36035,34,Male,No,Month-to-Month,Yes,66,172.4,523.0
69356,86,Female,No,Month-to-Month,No,69,155.0,519.0
29123,19,Male,No,One year,Yes,55,127.4,441.0
30728,85,Female,No,Two Year,No,64,130.0,481.0
46259,31,Female,No,Two Year,Yes,67,159.9,495.0
39213,60,Female,No,One year,Yes,69,152.5,524.0
32953,83,Female,No,One year,No,51,290.2,407.0
26678,39,Male,Yes,Two Year,Yes,59,232.6,489.0
2571,49,Female,Yes,Month-to-Month,No,47,222.6,429.0
17983,85,Female,No,Two Year,Yes,55,222.6,422.0
63140,28,Female,No,One year,Yes,53,147.5,397.0
78130,80,Male,No,Month-to-Month,Yes,62,147.5,478.0
81324,85,Male,No,Two Year,Yes,54,105.0,382.0
54473,65,Female,No,Month-to-Month,Yes,40,115.0,314.0
61424,30,Male,No,One year,Yes,57,147.5,422.0
57562,64,Female,No,Month-to-Month,Yes,63,127.5,469.0
85348,62,Female,No,One year,Yes,64,242.6,484.0
58496,30,Male,No,One year,Yes,47,195.0,371.0
4684,70,Male,Yes,Month-to-Month,Yes,53,155.0,426.0
89408,68,Female,No,One year,Yes,43,137.4,306.0
67155,40,Female,No,One year,Yes,43,137.5,322.0
73010,77,Female,No,Month-to-Month,No,65,140.0,461.0
73505,38,Male,No,Month-to-Month,No,60,162.5,440.0
32246,23,Female,No,Month-to-Month,Yes,59,162.5,480.0
66850,39,Female,No,Two Year,Yes,56,127.5,413.0
70301,84,Male,No,Month-to-Month,No,45,150.0,326.0
76950,65,Male,No,One year,No,71,140.0,522.0
11576,27,Female,No,Month-to-Month,No,55,255.1,454.0
63830,42,Male,No,Month-to-Month,Yes,61,127.5,439.0
22820,46,Male,No,Month-to-Month,No,58,182.5,436.0
78677,22,Male,Yes,Two Year,Yes,38,267.6,372.0
61242,49,Male,No,Two Year,No,70,222.6,576.0
2135,76,Female,No,Month-to-Month,No,60,225.1,515.0
63447,34,Female,No,Month-to-Month,Yes,50,149.9,408.0
70753,71,Female,Yes,Month-to-Month,Yes,57,232.6,477.0
50106,45,Female,No,Two Year,No,55,150.0,415.0
63146,72,Male,No,Month-to-Month,No,47,192.4,349.0
42027,83,Female,No,Two Year,Yes,69,192.4,500.0
1035,61,Male,No,Two Year,No,62,92.5,450.0
50681,85,Female,Yes,Month-to-Month,Yes,37,240.1,293.0
51029,75,Male,No,Month-to-Month,No,67,192.4,496.0
80651,44,Female,No,Month-to-Month,Yes,70,132.5,538.0
99139,47,Female,No,Month-to-Month,No,57,187.5,425.0
23120,66,Male,No,Two Year,Yes,60,140.0,461.0
61519,23,Male,No,Two Year,No,61,212.7,508.0
36301,63,Female,No,Month-to-Month,No,49,192.5,352.0
16156,62,Male,No,One year,No,47,245.2,403.0
75856,79,Female,No,Two Year,No,62,222.7,470.0
24216,87,Female,Yes,Month-to-Month,Yes,53,222.6,432.0
52159,53,Male,No,Two Year,No,56,127.5,440.0
28428,32,Male,No,Month-to-Month,No,42,192.5,321.0
33715,58,Female,No,Month-to-Month,Yes,50,175.0,409.0
14063,36,Male,No,Month-to-Month,No,53,149.9,428.0
36351,64,Male,No,Two Year,No,71,162.5,546.0
97489,59,Female,No,Month-to-Month,Yes,71,210.2,539.0
12491,54,Female,No,Month-to-Month,Yes,70,145.0,490.0
76866,67,Male,No,Two Year,Yes,54,132.5,430.0
50672,77,Female,Yes,Month-to-Month,Yes,63,220.1,503.0
41605,66,Male,No,Two Year,Yes,52,182.4,421.0
39180,80,Male,No,Two Year,Yes,61,132.5,470.0
63135,45,Male,Yes,Month-to-Month,No,67,262.6,520.0
11978,67,Female,No,Month-to-Month,No,61,210.1,460.0
60090,73,Female,No,Month-to-Month,No,54,107.5,386.0
12061,63,Male,No,One year,No,57,222.7,451.0
19939,30,Female,Yes,Month-to-Month,No,38,204.9,308.0
98323,33,Male,Yes,Month-to-Month,No,44,242.6,368.0
2898,20,Male,No,Month-to-Month,Yes,56,205.0,439.0
30736,73,Female,No,Month-to-Month,No,68,115.0,469.0
62018,58,Male,No,One year,Yes,46,179.9,350.0
7103,65,Female,No,Two Year,No,49,205.0,371.0
68002,59,Male,No,Month-to-Month,No,58,150.0,438.0
23836,42,Female,No,One year,Yes,48,102.5,343.0
33070,32,Female,No,Month-to-Month,Yes,60,140.0,441.0
65084,68,Male,Yes,Month-to-Month,No,67,287.6,522.0
4001,24,Female,No,Two Year,Yes,63,172.5,486.0
67467,43,Male,No,Month-to-Month,Yes,61,172.5,458.0
83873,39,Male,No,Month-to-Month,No,65,172.5,482.0
67492,60,Female,No,Month-to-Month,Yes,62,172.4,460.0
54619,88,Male,No,Month-to-Month,Yes,52,149.9,390.0
22305,86,Female,No,Month-to-Month,Yes,63,107.5,447.0
22578,51,Male,No,Month-to-Month,No,64,125.0,452.0
3070,78,Female,No,One year,No,61,185.0,488.0
83464,37,Female,No,Month-to-Month,No,64,205.0,470.0
49886,35,Female,No,Month-to-Month,No,68,152.5,540.0
36207,61,Male,No,One year,No,55,150.0,406.0
48917,55,Female,No,Month-to-Month,Yes,51,147.5,369.0
68789,81,Female,No,Month-to-Month,Yes,64,172.5,473.0
29474,44,Male,No,Month-to-Month,Yes,61,137.5,435.0
21014,45,Female,No,Two Year,Yes,69,142.5,546.0
33811,83,Female,No,Month-to-Month,No,48,207.6,359.0
15419,82,Male,No,Two Year,Yes,72,145.0,499.0
15133,85,Female,No,One year,Yes,72,182.5,508.0
49818,18,Male,No,Month-to-Month,No,59,182.5,448.0
21204,43,Male,No,Month-to-Month,No,56,120.0,456.0
96734,27,Female,No,Month-to-Month,No,58,129.9,453.0
62966,66,Female,No,Month-to-Month,Yes,71,129.9,538.0
88267,33,Male,No,One year,No,64,139.9,510.0
2184,20,Male,No,Month-to-Month,Yes,69,240.1,533.0
57543,41,Male,No,Month-to-Month,No,63,162.5,463.0
94605,74,Male,No,Two Year,Yes,56,242.6,442.0
55350,73,Female,No,Month-to-Month,Yes,69,184.9,529.0
67554,55,Male,No,Two Year,Yes,61,139.9,477.0
59718,55,Male,No,Month-to-Month,No,68,140.0,495.0
75568,46,Female,No,Two Year,Yes,55,172.5,397.0
80220,38,Female,No,Month-to-Month,No,71,207.5,528.0
90506,37,Male,No,Two Year,Yes,54,157.5,393.0
45614,54,Male,No,Month-to-Month,Yes,45,177.7,359.0
92336,88,Female,Yes,Month-to-Month,Yes,39,235.1,350.0
40437,59,Female,No,Month-to-Month,Yes,71,179.9,508.0
53556,18,Male,No,Two Year,Yes,65,139.9,517.0
47305,27,Male,No,Two Year,No,66,179.9,482.0
48740,43,Female,No,Two Year,Yes,43,167.5,313.0
71040,76,Female,No,Month-to-Month,No,69,175.1,500.0
5832,77,Female,No,One year,Yes,63,220.1,471.0
34449,80,Male,No,One year,Yes,64,232.6,518.0
58225,55,Female,Yes,Two Year,Yes,52,275.1,408.0
93668,61,Male,No,Month-to-Month,Yes,67,125.0,470.0
55436,53,Female,No,One year,Yes,59,149.9,415.0
80810,30,Male,No,Month-to-Month,Yes,66,172.5,491.0
75229,51,Female,No,One year,No,53,240.1,410.0
3259,70,Female,No,Month-to-Month,No,58,140.0,447.0
73149,81,Male,No,One year,Yes,63,159.9,487.0
38333,76,Female,No,Month-to-Month,No,66,125.0,450.0
13364,64,Female,No,Month-to-Month,Yes,52,192.4,380.0
72123,64,Male,No,Month-to-Month,Yes,67,185.0,486.0
38330,54,Male,No,Two Year,Yes,71,152.5,555.0
75071,74,Male,No,One year,Yes,62,172.5,457.0
71105,32,Female,No,Month-to-Month,No,53,232.6,433.0
95488,21,Female,No,One year,Yes,56,150.0,424.0
42154,80,Male,No,Two Year,Yes,71,255.2,551.0
57057,79,Male,No,Month-to-Month,Yes,70,162.5,550.0
49252,71,Female,No,Two Year,Yes,36,222.6,306.0
22850,71,Female,No,Month-to-Month,No,46,137.5,346.0
68436,41,Male,No,Month-to-Month,No,69,160.0,528.0
93647,68,Female,No,Month-to-Month,Yes,57,255.1,440.0
61605,55,Male,No,One year,Yes,65,150.0,473.0
79312,66,Male,No,Month-to-Month,Yes,70,169.9,503.0
15430,30,Female,No,One year,Yes,62,217.5,471.0
73758,52,Female,No,Month-to-Month,No,65,165.0,516.0
55346,42,Female,No,One year,No,62,262.6,476.0
96701,40,Female,No,Month-to-Month,No,55,137.5,408.0
78382,35,Male,No,Two Year,No,62,252.6,485.0
27209,70,Female,No,Month-to-Month,No,59,150.0,447.0
31624,52,Female,No,Month-to-Month,Yes,60,220.1,456.0
24845,58,Male,No,Month-to-Month,Yes,66,222.6,542.0
65570,81,Male,No,Two Year,No,53,105.0,387.0
3084,33,Male,No,One year,No,59,105.0,460.0
61727,51,Male,No,Two Year,No,65,187.5,525.0
37076,77,Female,No,Month-to-Month,Yes,64,160.0,447.0
2492,57,Male,No,Month-to-Month,No,40,182.5,303.0
93517,57,Female,No,Month-to-Month,Yes,56,262.6,442.0
37221,37,Female,No,Month-to-Month,Yes,48,135.0,346.0
21930,69,Male,No,Month-to-Month,No,62,149.9,451.0
78614,40,Male,Yes,Month-to-Month,Yes,50,275.1,413.0
20155,35,Female,No,Two Year,Yes,57,115.0,438.0
28629,84,Female,No,Month-to-Month,No,63,262.6,475.0
63655,36,Male,No,Two Year,Yes,60,202.6,503.0
28677,37,Male,No,Month-to-Month,No,56,159.9,448.0
86053,31,Female,No,Two Year,No,57,160.0,422.0
95915,70,Female,No,Two Year,Yes,61,175.1,457.0
11542,58,Male,No,Month-to-Month,Yes,51,182.5,376.0
80234,67,Female,No,One year,No,56,115.0,388.0
78880,57,Female,No,Month-to-Month,Yes,68,150.0,525.0
19114,26,Male,No,One year,No,56,185.0,464.0
36830,29,Male,No,Two Year,Yes,62,242.6,487.0
36758,57,Female,No,Month-to-Month,No,46,212.7,385.0
64119,57,Male,No,Two Year,No,69,220.1,523.0
44817,19,Female,Yes,Month-to-Month,Yes,48,242.6,442.0
64772,52,Male,No,Two Year,Yes,71,117.5,537.0
15067,29,Female,No,Month-to-Month,No,60,187.5,493.0
47884,58,Female,No,Month-to-Month,Yes,68,137.5,481.0
44134,42,Male,No,Month-to-Month,No,65,152.5,485.0
68972,61,Female,No,Month-to-Month,No,67,159.9,508.0
95321,68,Female,No,Month-to-Month,Yes,70,207.6,516.0
52570,31,Female,No,One year,Yes,63,242.6,485.0
43106,66,Female,No,Two Year,Yes,72,147.4,515.0
1343,43,Male,No,Two Year,Yes,50,255.2,410.0
38236,87,Female,No,Two Year,No,53,212.6,435.0
58488,36,Male,No,One year,Yes,59,195.0,450.0
60643,88,Female,No,Month-to-Month,Yes,72,162.5,543.0
72760,65,Female,No,Month-to-Month,Yes,65,255.1,536.0
58479,78,Female,No,Month-to-Month,Yes,69,232.6,516.0
63361,66,Male,No,One year,No,67,117.5,479.0
90402,32,Female,No,Two Year,Yes,63,265.1,491.0
51101,20,Female,No,Two Year,Yes,59,220.0,455.0
10069,71,Male,No,Two Year,Yes,49,130.0,378.0
67548,27,Male,No,One year,No,56,150.0,424.0
47130,73,Male,No,Month-to-Month,Yes,64,117.5,464.0
10552,81,Male,No,Month-to-Month,Yes,59,172.5,466.0
41659,50,Female,No,One year,Yes,58,105.0,402.0
73487,67,Female,No,One year,Yes,59,152.5,428.0
87529,86,Female,Yes,Month-to-Month,No,41,242.6,359.0
55315,85,Male,No,One year,Yes,65,220.1,533.0
78677,76,Female,No,One year,No,65,205.0,474.0
76049,88,Female,No,Two Year,Yes,52,187.6,383.0
13782,47,Male,No,Two Year,Yes,40,149.9,321.0
52773,27,Female,No,One year,Yes,59,135.0,426.0
32805,52,Female,No,Month-to-Month,Yes,65,202.6,539.0
72027,60,Female,No,Month-to-Month,No,71,162.4,552.0
99649,40,Male,No,One year,Yes,66,175.0,502.0
51450,72,Female,No,One year,No,58,117.5,441.0
45247,42,Male,No,Month-to-Month,No,58,245.1,496.0
3887,75,Female,No,Month-to-Month,Yes,68,187.7,508.0
8086,64,Male,Yes,Month-to-Month,Yes,58,255.1,492.0
58781,41,Female,No,One year,No,38,112.5,264.0
7012,52,Female,No,Month-to-Month,No,59,132.5,434.0
98647,73,Female,No,One year,No,62,182.5,460.0
76862,40,Male,No,Month-to-Month,Yes,59,127.5,444.0
79519,64,Male,No,Month-to-Month,Yes,62,127.5,468.0
82421,45,Female,No,Month-to-Month,Yes,52,182.5,374.0
52327,77,Male,No,One year,Yes,42,147.4,311.0
19560,84,Female,No,One year,No,49,162.5,348.0
31789,34,Male,No,Two Year,No,67,235.2,555.0
73527,34,Female,No,Month-to-Month,No,62,137.4,451.0
49004,56,Female,No,Month-to-Month,No,63,177.5,496.0
62094,53,Male,No,One year,Yes,62,140.0,487.0
6016,71,Male,No,Month-to-Month,No,63,127.5,485.0
16506,60,Male,No,Two Year,Yes,65,140.0,464.0
34212,27,Male,No,Month-to-Month,Yes,58,117.5,429.0
98827,61,Female,No,Month-to-Month,Yes,58,160.0,416.0
29593,51,Female,No,Month-to-Month,No,59,150.0,428.0
33054,60,Male,No,Two Year,No,63,217.5,479.0
2056,25,Female,No,One year,Yes,45,212.6,403.0
45769,81,Male,No,Month-to-Month,No,59,150.0,435.0
4259,25,Female,No,One year,No,64,207.6,482.0
71970,79,Male,No,Month-to-Month,Yes,63,137.5,444.0
33062,66,Male,No,Month-to-Month,Yes,66,172.4,520.0
79356,75,Female,No,Month-to-Month,Yes,47,137.4,330.0
34134,55,Male,No,Month-to-Month,Yes,69,205.0,508.0
75421,27,Male,No,Two Year,No,61,182.5,451.0
